,제목,출판사,교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_KOR,SUB_EXPRESSION
73,영어Ⅱ,YBM(박),2015,2,We Are Stronger Together,상대방에게 힘을 주거나 용기를 북돋아 줄 때 사용하는 표현. ,A: This task is so difficult! B: Don’t give up! ,A: 이 작업 너무 어려워! B: 포기하지 마! ,A: Keep trying! B: I’ll do my best. A: You can do it! B: Thanks for the encouragement. 
74,영어Ⅱ,YBM(박),2015,3,Fun Science about the Human Body,다양한 표현을 활용해 동의를 나타내기. ,A: This place is really crowded. B: You can say that again! ,A: 이곳 진짜 붐비네. B: 그러게 말이야! ,A: I totally agree! B: Exactly! A: That’s so true! B: I couldn’t agree more. 
75,영어Ⅱ,YBM(박),2015,4,Equality for All,다양한 표현을 활용해 반대 의견을 나타내기. ,A: Do you support this policy? B: I’m against any form of discrimination. ,A: 너는 이 정책을 지지해? B: 나는 어떤 형태의 차별도 반대해. ,"A: I don’t agree with (). B: I see your point, but I disagree. A: I strongly oppose (). B: That makes sense, but I have a different opinion. "
76,영어Ⅱ,YBM(박),2015,5,Sharing the Planet with Every Creature,다양한 표현을 활용해 어떤 사실에 대한 확신의 정도를 나타내기. ,A: Why do you think pollution is a big problem? B: I am sure that pollution is one of the major causes. ,A: 왜 환경오염이 큰 문제라고 생각해? B: 나는 오염이 주요 원인 중 하나라고 확신해. ,A: I’m certain that (). B: That sounds reasonable. A: I strongly believe that (). B: I agree. 
77,영어Ⅱ,YBM(박),2015,6,Humans and Technology,상대방이 걱정하거나 두려워하는 것이 있는지 물을 때 사용하는 표현. ,"A: Are you concerned about security? B: Yes, I think we need better protection. ","A: 너 보안에 대해 걱정돼? B: 응, 우리는 더 나은 보호가 필요하다고 생각해. ","A: Do you worry about ()? B: A little bit. A: Are you afraid of ()? B: Sometimes, yes. "
78,영어Ⅱ,YBM(한),2015,1,"Microbes and
 Health",Do you know how to ()?를 활용해 방법을 물어보기. ,"A: Do you know how to avoid catching the flu? B: Yes, washing your hands frequently can help. ","A: 독감을 피하는 방법을 알고 있어? B: 응, 손을 자주 씻으면 도움이 될 거야. ","A: Can you tell me how to ()? B: Sure, here’s what you can do. A: What’s the best way to ()? B: You can try (). "
79,영어Ⅱ,YBM(한),2015,2,"Lesson 2
 Money
 Matters",다양한 표현을 활용해 상대방에게 장담하거나 보장하기. ,A: I don’t know if my dad will like this gift. B: I guarantee that your dad will like it. ,A: 우리 아빠가 이 선물을 좋아하실지 모르겠어. B: 장담하는데 아빠가 좋아하실 거야. ,A: I promise that (). B: That’s reassuring! A: You can be sure that (). B: I hope so. 
80,영어Ⅱ,YBM(한),2015,3,"Lesson 3 
 Gift and
 Achievement",다양한 표현을 활용해 정중하게 의견을 전달하기. ,A: I always do things this way. B: It seems you have a fixed mindset. ,A: 나는 항상 이렇게 해. B: 네 사고방식이 고정된 것 같아. ,"A: From my perspective, (). B: That’s interesting. A: I tend to think that (). B: That’s a good point. "
81,영어Ⅱ,YBM(한),2015,4,"Lesson 4
 Look into
 Your Mind",다양한 표현을 활용해 특정한 행동이나 습관을 나타내기. ,A: Why do I always feel nervous before a test? B: You tend to avoid difficult situations. ,A: 왜 나는 시험 전에 항상 긴장될까? B: 너는 어려운 상황을 피하는 경향이 있어. ,A: You often (). B: That makes sense. A: You have a habit of (). B: I guess you’re right. 
82,영어Ⅱ,YBM(한),2015,5,"Lesson 5
 Exploring
 the Universe","To give you an example, ()를 활용해 예시를 들어 설명하기. ","A: How do astronauts breathe in space? B: To give you an example, spacesuits supply astronauts with oxygen. ","A: 우주비행사들은 우주에서 어떻게 숨을 쉬어? B: 예를 들면, 우주복이 산소를 공급해 줘. ","A: For instance, (). B: Oh, I see! A: One example is (). B: That makes sense. "
83,영어Ⅱ,YBM(한),2015,6,"Lesson 6
 Culture and
 Heritage",Would you like to ()?를 활용해 상대방에게 활동을 함께 하자고 제안하기. ,A: I’m going to visit the art exibition tomorrow. B: Would you like to go with me? ,A: 나 내일 미술 전시회에 갈 거야. B: 같이 갈래? ,A: Do you want to join me for ()? B: That sounds fun! A: How about () together? B: I’d love to! 
84,영어,비상,2015,1,Envision,I enjoy ()를 활용해 좋아하는 것을 표현하기. ,A: What do you like to do in your free time? B: I enjoy walking up the mountain trails. ,A: 자유 시간에 뭐 하는 걸 좋아해? B: 나는 산길을 걷는 것을 좋아해. ,A: I love (). B: That sounds fun! A: I’m really into (). B: That’s great! 
85,영어,비상,2015,2,Express,What do you think of ()?를 활용해 의견을 묻기. ,A: What do you think of his style? B: I think it’s unique. ,A: 그의 스타일을 어떻게 생각해? B: 나는 그게 독특하다고 생각해. ,A: How do you feel about ()? B: It looks great. A: What’s your opinion on ()? B: I think it’s interesting. 
86,영어,비상,2015,3,Contribute,Have you heard about ()?를 활용해 알고 있는지 묻기. ,"A: Have you heard about “My Tree, Our Forest”? B: No, what is it about? ","A: “내 나무, 우리 숲”에 대해 들어본 적 있어? B: 아니, 그게 뭐야? ","A: Do you know anything about ()? B: No, tell me! A: Have you heard of ()? B: Yes, I have! "
87,영어,비상,2015,4,Explore,I’m looking forward to ()를 활용해 희망이나 기대를 표현하기. ,A: When are you going to Tokyo? B: I’m looking forward to my first visit to Tokyo. ,A: 언제 도쿄에 가? B: 나는 도쿄를 처음 방문하는 게 기대돼. ,A: I can’t wait to (). B: That sounds exciting! A: I’m excited about (). B: Me too! 
88,영어,비상,2015,5,Collaborate,You’re not allowed to ()를 활용해 허용되지 않는 것을 표현하기. ,A: Can we play music late at night? B: You’re not allowed to play loud music after 10 at night. ,A: 밤늦게 음악 틀어도 돼? B: 밤 10시 이후에는 큰 소리로 음악을 틀면 안 돼. ,"A: You can’t (). B: Oh, I didn’t know that. A: It’s against the rules to (). B: Thanks for letting me know. "
89,영어,비상,2015,6,Decide,How do you like ()?를 활용해 만족도를 묻기. ,A: How do you like the headphones? B: They sound great! ,A: 그 헤드폰 어때? B: 소리가 좋아! ,"A: Are you happy with ()? B: Yes, I love it. A: Do you like ()? B: It’s okay, but I expected more. "
90,영어,비상,2015,7,Observe,Could you explain ()?를 활용해 설명을 요청하기. ,A: This technique improves memory. B: Could you explain how that helps? ,A: 이 기술이 기억력을 향상시켜. B: 그게 어떻게 도움이 되는지 설명해 줄 수 있어? ,A: Can you tell me more about ()? B: Sure! A: What do you mean by ()? B: Here’s an example. 
91,영어,비상,2015,8,Appreciate,I’m delighted to ()를 활용해 기쁨을 표현하기. ,A: I really enjoyed the gift you gave me. B: I’m delighted to hear that you liked it. ,A: 네가 준 선물이 정말 마음에 들었어. B: 네가 좋아했다니 기뻐. ,A: I’m happy to (). B: That’s wonderful to hear. A: I’m glad that (). B: That makes me so happy! 
92,영어Ⅰ,비상,2015,1,A Road to Happiness,What would you do if you were me?를 활용해 충고를 요청하기. ,A: I don’t know how to handle this situation. B: What would you do if you were me? ,A: 이 상황을 어떻게 해야 할지 모르겠어. B: 네가 나라면 어떻게 할 거야? ,"A: What do you think I should do? B: I’d suggest (). A: If you were in my shoes, what would you do? B: I would try (). "
93,영어Ⅰ,비상,2015,2,"Taste Culture, Understand Better",다양한 표현을 활용해 놀람을 나타내기. ,"A: In Korea, side dishes are free in many restaurants. B: I’m surprised that side dishes are free in Korea. ",A: 한국에서는 많은 식당에서 반찬이 무료야. B: 한국에서 반찬이 무료라는 게 놀라워. ,"A: That’s unbelievable! B: I know, right? A: No way! B: It’s true! "
94,영어Ⅰ,비상,2015,3,Sports and Science Get Along,There are ()를 활용해 사실을 진술하기. ,A: Where can I rent a bicycle? B: There are many bicycle rental shops along the river. ,A: 어디서 자전거를 빌릴 수 있어? B: 강을 따라 자전거 대여점이 많이 있어. ,A: You can find () in many places. B: That’s good to know. A: () is available near here. B: I’ll check it out. 
95,영어Ⅰ,비상,2015,4,"Together, We Can Do Better!",I’m thinking of ()를 활용해 의도를 표현하기. ,A: I have trouble understanding some languages. B: I’m thinking of using a translation program. ,A: 나는 어떤 언어를 이해하는 데 어려움이 있어. B: 번역 프로그램을 사용할까 생각 중이야. ,A: I plan to (). B: That sounds like a good idea. A: I’m considering (). B: That could be helpful. 
96,영어Ⅰ,비상,2015,5,Creativity in Action,다양한 표현을 활용해 관심을 표현하기. ,A: This painting was created in the 16th century. B: How interesting! ,A: 이 그림은 16세기에 그려졌어. B: 정말 흥미롭네! ,A: That’s fascinating! B: I didn’t know that. A: How amazing! B: Right? It’s so cool. 
97,영어Ⅰ,비상,2015,6,My Promise with Mother Nature,다양한 표현을 활용해 유감을 표현하기. ,A: I couldn’t get the last ticket to the concert. B: That’s a pity! ,A: 마지막 콘서트 티켓을 못 샀어. B: 안타깝다! ,A: That’s too bad. B: I hope you get another chance. A: What a shame! B: I feel sorry for you. 
98,영어Ⅱ,비상,2015,1,The Path Ahead,I wish I could ()를 활용해 바람이나 소원을 표현하기. ,A: You draw so well! B: I wish I could draw all the time. ,A: 너 그림 정말 잘 그린다! B: 나는 항상 그림을 그리고 싶어. ,A: I hope I can (). B: That would be amazing! A: I dream of (). B: I hope your dream comes true. 
99,영어Ⅱ,비상,2015,2,Tasty History,I suggest you ()를 활용해 상대방에게 제안하기. ,A: I’m struggling to understand this topic. B: I suggest you do some more research on it. ,A: 나는 이 주제를 이해하는 데 어려움을 겪고 있어. B: 더 연구해 보는 게 좋을 것 같아. ,A: You should try (). B: That’s a good idea. A: It might be helpful to (). B: I’ll consider that. 
100,영어Ⅱ,비상,2015,3,Our Blue Planet,It said that ()를 활용해 정보를 보고하기. ,A: What did the article say about mint? B: It said that mint has a lot of health benefits. ,A: 그 기사에서 민트에 대해 뭐라고 했어? B: 민트가 건강에 많은 이점이 있다고 했어. ,A: The news mentioned that (). B: That’s interesting. A: I read that (). B: That makes sense. 
101,영어Ⅱ,비상,2015,4,"One World, Many Ways",다양한 표현을 활용해 화남을 표현하기. ,A: He always ignores my opinions. B: It’s annoying that he doesn’t take my needs into consideration. ,A: 그는 항상 내 의견을 무시해. B: 그가 내 필요를 고려하지 않는 게 짜증 나. ,A: That’s so frustrating! B: I completely understand. A: This really bothers me. B: I can see why. 
102,영어Ⅱ,비상,2015,5,How Far Will Technology Go?,I wonder if you remember ()를 활용해 기억 여부를 묻기. ,A: Do you remember our old classmate? B: I wonder if you remember Rebecca Jackson. ,A: 우리 예전 반 친구 기억나? B: 너 Rebecca Jackson 기억해? ,"A: Do you recall ()? B: Yes, I do. A: Can you remember ()? B: Not really. "
103,영어Ⅱ,비상,2015,6,The Landscape of Stories,Wouldn’t you agree?를 활용해 상대방의 동의 여부를 묻기. ,A: This new policy seems very effective. B: Wouldn’t you agree? ,A: 이 새로운 정책이 효과적인 것 같아. B: 너도 그렇게 생각하지 않아? ,"A: Don’t you think ()? B: Yes, I do. A: Would you say that ()? B: I suppose so. "
104,영어,동아(이),2015,1,"Hi, High School!",be planning to ()를 활용해 계획에 대해 말하기. ,I’m planning to read a new book this weekend. ,나는 이번 주말에 새로운 책을 읽을 계획이야. ,I’m thinking about () soon. I’ve decided to () sometime later. 
105,영어,동아(이),2015,2,Delicious World,How did ()를 활용해 만족이나 불만족 묻기. ,What did you think about the experience? ,그 경험에 대해 어떻게 생각했어? ,What are your thoughts on ()? How would you rate ()? 
106,영어,동아(이),2015,3,Helping Hands,be good at ()를 활용해 능력 표현하기. ,I’m good at organizing tasks. ,나는 업무를 정리하는 데 능숙해. ,I excel in (). I have a talent for (). 
107,영어,동아(이),2015,4,Be Nature Smart,What can we do to ()?을 활용해 방법 묻기. ,What can we do to reduce plastic waste? ,우리는 플라스틱 쓰레기를 줄이기 위해 무엇을 할 수 있을까? ,How can we work on ()? What steps can we take to ()? 
108,영어,동아(이),2015,5,Beg to Differ,Have you ever ()?을 활용해 경험 묻기. ,Have you ever tried bungee jumping? ,너는 번지 점프를 해본 적이 있니? ,Have you ever taken part in ()? Have you ever had the chance to ()? 
109,영어,동아(이),2015,6,Beyond Korea,I can’t wait to ()을 활용해 기대 표현하기. ,I can’t wait to see the fireworks. ,나는 불꽃놀이를 보는 게 정말 기대돼. ,I’m really excited to (). I’m looking forward to (). 
110,영어,동아(이),2015,7,A Step Forward,Can you tell me about ()?을 활용해 궁금증 표현하기. ,Can you tell me about her latest book? ,그녀의 최신 책에 대해 말해 줄 수 있어? ,Could you explain ()? I’d like to know more about (). 
111,영어,동아(이),2015,8,Bon Voyage,I prefer ()을 활용해 선호 표현하기. ,I prefer tea over coffee. ,나는 커피보다 차를 더 좋아해. ,I like () better. () is my favorite. 
112,영어 I,동아(권),2015,1,Invitation to a Teen’s Life,I can’t wait to ()을 활용해 소망 표현하기. ,I can’t wait to visit the amusement park. ,나는 놀이공원에 가는 게 너무 기대돼. ,I’m looking forward to (). I’m really eager to (). 
113,영어 I,동아(권),2015,2,Taste Different Cultures,Please try some ()을 활용해 음식 권유하기. ,Please try some of these cookies. ,이 쿠키를 한번 먹어 봐. ,You should give () a try. Why don’t you taste ()? 
114,영어 I,동아(권),2015,3,Live and Let Live,I’m curious about ()을 활용해 궁금증 표현하기. ,I’m curious about how whales communicate. ,나는 고래가 어떻게 소통하는지 궁금해. ,I wonder about (). I’d like to know more about (). 
115,영어 I,동아(권),2015,4,Passion for Reading,"Which do you prefer, () or ()?을 활용해 선호에 대해 묻기. ","Which do you prefer, swimming or hiking? ",수영과 하이킹 중 어느 것을 더 좋아해? ,"Do you like () more, or ()? Would you rather do () or ()? "
116,영어 I,동아(권),2015,5,Discover the Future,"In my opinion, ()을 활용해 의견 표현하기. ","In my opinion, studying every day is helpful. ",내 생각에는 매일 공부하는 것이 도움이 돼. ,I believe that (). I think (). 
117,영어 I,동아(권),2015,6,National Pride,Can you tell me more about ()?을 활용해 설명 요청하기. ,Can you tell me more about his project? ,그의 프로젝트에 대해 좀 더 말해 줄 수 있어? ,Could you explain () to me? I’d like to know more about (). 
118,영어 II,동아(권),2015,1,Health Talks,"I think you should ()을 활용해 충고, 조언하기. ",I think you should eat more vegetables. ,나는 네가 더 많은 채소를 먹어야 한다고 생각해. ,You might want to (). It’s a good idea to (). 
119,영어 II,동아(권),2015,2,Step into the World,Don’t forget to ()을 활용해 상기시켜주기. ,Don’t forget to bring your umbrella. ,우산을 가져가는 것을 잊지 마. ,Remember to (). Make sure to (). 
120,영어 II,동아(권),2015,3,The Joy of Language,I have difficulty ()을 활용해 어려움 표현하기. ,I have difficulty remembering names. ,나는 이름을 기억하는 데 어려움을 겪어. ,It’s hard for me to (). I struggle with (). 
121,영어 II,동아(권),2015,4,Delight in Art,It is said that ()을 활용해 진술하기. ,It is said that this castle is haunted. ,이 성은 귀신이 나온다고 해. ,People say that (). They believe that (). 
122,영어 II,동아(권),2015,5,Living Together,We are supposed to ()을 활용해 도덕적 의무 표현하기. ,We are supposed to respect others. ,우리는 다른 사람을 존중해야 해. ,It’s our duty to (). We should always (). 
123,영어 II,동아(권),2015,6,Find Your Dream,I’m interested in ()을 활용해 관심 표현하기. ,I’m interested in photography. ,나는 사진 촬영에 관심이 있어. ,I have a passion for (). I enjoy (). 
124,공통영어 I,동아(이),2022,1,Life Is Experience,I’m glad to ()을 활용해 기쁨을 표현하기. ,I’m glad to join the event. ,나는 행사에 참여하게 되어 기뻐. ,I’m happy to (). I feel delighted to (). 
125,공통영어 I,동아(이),2022,2,Journey Through the Pages,I wonder ()을 활용해 궁금증을 표현하기. ,I wonder how the story ends. ,나는 그 이야기가 어떻게 끝나는지 궁금해. ,I’m curious about (). I want to know (). 
126,공통영어 I,동아(이),2022,3,Small Things Matter,Don’t forget to ()을 활용해 상기시키기. ,Don’t forget to bring your ID. ,신분증을 가져오는 것 잊지 마. ,Make sure to (). Remember to (). 
127,공통영어 I,동아(이),2022,4,Everyday Decisions,I’m planning to ()을 활용해 의도를 표현하기. ,I’m planning to visit my grandparents. ,나는 조부모님을 방문할 계획이야. ,I intend to (). I have plans to (). 
128,영어 I,동아(박),2022,1,Best Version of Me,I’m going to ()을 활용해 미래 계획을 표현하기. ,I’m going to start learning a new language. ,나는 새로운 언어를 배우기 시작할 계획이야. ,I plan to (). I intend to (). 
129,영어 I,동아(박),2022,2,Money Smart,"If I were you, I’d ()을 활용해 조언하기. ","If I were you, I’d take a short break. ",내가 너라면 잠시 쉬겠어. ,I’d recommend (). You might want to consider (). 
130,영어 I,동아(박),2022,3,Act for Our Planet,I had no idea that ()을 활용해 놀람을 표현하기. ,I had no idea that the exam was postponed. ,나는 시험이 연기된 줄 전혀 몰랐어. ,I was surprised that (). It shocked me that (). 
131,영어 I,동아(박),2022,4,Digital Well-Being,It seems ()을 활용해 의견을 표현하기. ,It seems this option is the most efficient. ,이 옵션이 가장 효율적인 것 같아. ,I get the impression that (). It appears that (). 
132,영어 I,동아(박),2022,5,Beyond Boundaries,Tell us about ()을 활용해 정보를 요청하기. ,Tell us about your favorite travel destination. ,네가 가장 좋아하는 여행지에 대해 말해 줘. ,Can you share something about ()? I’d love to hear more about (). 
133,영어 I,동아(박),2022,6,Better Together,I feel the same way 를 활용해 동의 표현하기. ,I feel the same way about this decision. ,나는 이 결정에 대해 같은 생각이야. ,I completely agree with (). I share the same opinion. 
134,기본영어,천재(강),2015,1,Cheers to Your New Start!,"""How do you feel?""을 활용해 기분 묻기. ",How do you feel about the new project? ,새 프로젝트에 대해 어떻게 느껴? ,What’s your take on ()? What’s your mood regarding ()? 
135,기본영어,천재(강),2015,2,Animals in Our Lives,How amazing! 을 활용해 감탄 표현하기. ,How amazing this sunset looks! ,이 노을 정말 멋지다! ,That’s incredible! I can’t believe how ()! 
136,기본영어,천재(강),2015,3,"Our Earth, Our Choice",Have you heard that ()을 활용해 알고 있는지 묻기. ,Have you heard that the event was postponed? ,그 행사가 연기된 거 들었어? ,Did you know that ()? Are you aware that ()? 
137,기본영어,천재(강),2015,4,All Eyes on Korea,I can’t wait to ()을 활용해 기대 표현하기. ,I can’t wait to watch the new movie. ,나는 새 영화를 빨리 보고 싶어. ,I’m looking forward to (). I’m excited about (). 
138,기본영어,천재(강),2015,5,Living in a Digital Era,Do you mean ()을 활용해 상대의 말을 확인하기. ,Do you mean we need to submit this today? ,오늘까지 제출해야 한다는 말이야? ,Are you saying ()? So you mean that ()? 
139,영어,천재(이),2015,1,Opening a New chapter,"""Which () do you want to ()?""를 활용해 영어로 질문하고 답하기. ",A: Which instrument do you want to learn? B: I’d like to learn the guitar. ,A: 어떤 악기를 배우고 싶어? B: 나는 기타를 배우고 싶어. ,A: What’s your choice for ()? B: I think I’ll go with (). A: Do you prefer () or ()? B: I’d rather choose (). 
140,영어,천재(이),2015,2,The Power of Creativity,Are you sure that ()을 활용해 확실성 정도 표현하기. ,Are you sure that this is the right direction? – Of course. ,이게 맞는 방향이 확실해? – 물론이지. ,Do you really think ()? Are you certain that ()? 
141,영어,천재(이),2015,3,Living Together,You’re not supposed to ()을 활용해 불허하기. ,You’re not supposed to use your phone in class. ,수업 중에는 휴대폰을 사용하면 안 돼. ,It’s not allowed to (). You’re not allowed to (). 
142,영어,천재(이),2015,4,The Door to the World,What do you think I should ()? 을 활용해 충고 요청하고 답하기. ,What do you think I should do? – I think you should talk to him. ,어떻게 해야 할까? – 그와 이야기해보는 게 좋겠어. ,What would you suggest I ()? Do you think I should ()? 
143,영어,천재(이),2015,5,"Our Earth, Our Future, Our Choice",I prefer () to ()을 활용해 선호 표현하기. ,I prefer coffee to tea. ,나는 차보다 커피를 더 좋아해. ,I like () better than (). I’d rather have () than (). 
144,영어,천재(이),2015,6,"Enjoy Art, Connect Hearts",I prefer () to ()을 활용해 선호 표현하기. ,I prefer summer to winter. ,나는 겨울보다 여름을 더 좋아해. ,I like () better than (). I’d rather have () than (). 
145,영어,천재(이),2015,7,Science in Our Daily Lives,I’m curious about ()을 활용해 궁금증 표현하기. ,I’m curious about how airplanes fly. ,나는 비행기가 어떻게 나는지 궁금해. ,I wonder about (). I’d like to know more about (). 
146,영어,천재(이),2015,8,Korean Culture: The Mirror of Our Hearts ,I was surprised that ()을 활용해 놀람 표현하기. ,I was surprised that she won the competition. ,그녀가 대회에서 우승했다니 놀랐어. ,I couldn’t believe that (). It shocked me that (). 
147,영어,천재(김),2015,1,"New Start, New Goals",I’m thinking of ()을 활용해 계획하기. ,I’m thinking of starting a new hobby. ,나는 새로운 취미를 시작할 생각이야. ,I plan to (). I intend to (). 
148,영어,천재(김),2015,2,How “Green” Are You?,I heard that ()을 활용해 알고 있음 표현하기. ,I heard that the concert was amazing. ,그 콘서트가 정말 대단했다고 들었어. ,I’ve been told that (). Someone told me that (). 
149,영어,천재(김),2015,3,Together We Grow,I’m worried (that) ()을 활용해 감정 표현하기. ,I’m worried that I might fail the test. ,나는 시험에서 떨어질까 봐 걱정돼. ,I’m concerned about (). I feel uneasy about (). 
150,영어,천재(김),2015,4,Speak to Be Heard,What do you think of ()을 활용해 의견 묻고 답하기. ,What do you think of this book? ,이 책에 대해 어떻게 생각해? ,What’s your opinion on ()? How do you feel about ()? 
151,영어,천재(김),2015,5,For a Better World,You’re (not) supposed to ()을 활용해 도덕적 의무 표현하기. ,You’re not supposed to use your phone in class. ,수업 중에 휴대폰을 사용하면 안 돼. ,It’s not allowed to (). You shouldn’t (). 
152,영어,천재(김),2015,6,Pack Up and Go,Have you (ever) been to ()? 를 활용해 경험 묻기. ,Have you ever been to Paris? ,너 파리에 가본 적 있어? ,Did you ever visit ()? Have you tried () before? 
153,영어,천재(김),2015,7,Beyond Earth,"I wish I could ()을 활용해 바람, 소원, 요망 표현하기. ",I wish I could travel the world. ,나는 세계를 여행할 수 있으면 좋겠어. ,I hope to (). It would be great if I could (). 
154,영어,천재(김),2015,8,Korean Culture Rediscovered,Do you mean ()? 을 활용해 확인 요청하기. ,Do you mean we should submit this today? ,오늘 제출해야 한다는 말이야? ,Are you saying ()? So you mean that ()? 
155,영어Ⅰ,천재(이),2015,1,"My Journey, My Life",I'm interested in ()을 활용해 관심 표현하기. ,I'm interested in learning how to cook. ,나는 요리 배우는 것에 관심이 있어. ,I have a passion for (). I enjoy (). 
156,영어Ⅰ,천재(이),2015,2, Art Around Us,What do you think about ()? 을 활용해 의견 묻고 답하기. ,What do you think about the new policy? ,새로운 정책에 대해 어떻게 생각해? ,How do you feel about ()? What’s your opinion on ()? 
157,영어Ⅰ,천재(이),2015,3,Toward a Better Environment,I’m concerned about ()을 활용해 걱정 표현하기. ,I’m concerned about the upcoming exam. ,나는 다가오는 시험이 걱정돼. ,I’m worried about (). I feel uneasy about (). 
158,영어Ⅰ,천재(이),2015,4, Living Together,It is important to ()을 활용해 강조하기. ,It is important to eat a balanced diet. ,균형 잡힌 식사를 하는 것이 중요해. ,We must remember to (). One should always (). 
