,제목,출판사,교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_KOR,SUB_EXPRESSION
236,영어Ⅱ,YBM(박),2015,6,Humans and Technology,다양한 표현을 활용해 가상의 상황을 가정하여 이야기하기. ,A: What if people don’t pay? B: Then we’ll need a backup plan. ,A: 만약 사람들이 돈을 안 내면 어쩌지? B: 그러면 대책이 필요할 거야. ,A: What if () happens? B: We should prepare for that. A: Imagine if (). B: That would be interesting! 
237,영어Ⅱ,YBM(한),2015,1,"Microbes and
 Health",다양한 표현을 활용해 상대방의 오해나 착오를 바로잡기. ,A: So you think this rule applies to everyone? B: I’m afraid that’s not true. ,A: 그래서 네 생각에는 이 규칙이 모두에게 적용된다는 거야? B: 유감이지만 그렇지 않아. ,"A: Actually, that’s not correct. B: Oh, I didn’t know that. A: I’m sorry, but that’s not quite right. B: I see, thanks for telling me. "
238,영어Ⅱ,YBM(한),2015,2,"Lesson 2
 Money
 Matters",다양한 표현을 활용해 만족이나 불만족을 나타내기. ,A: How do you feel about your purchases? B: I’m satisfied with my purchases. ,A: 네가 산 물건들에 대해 어떻게 생각해? B: 나는 내 구매에 만족해. ,A: I’m happy with (). B: That’s great! A: I’m not happy with (). B: I see what you mean. 
239,영어Ⅱ,YBM(한),2015,3,"Lesson 3 
 Gift and
 Achievement",I think () will help.를 활용해 결과나 효과를 예상하기. ,A: I’m thinking of studying one more hour every day. B: I think that will help. ,A: 나는 매일 한 시간 더 공부할까 생각 중이야. B: 그게 도움이 될 것 같아. ,A: That might make a difference. B: I’ll give it a try. A: It’s possible that (). B: I hope so. 
240,영어Ⅱ,YBM(한),2015,4,"Lesson 4
 Look into
 Your Mind",You ought to ()를 활용해 상대방에게 행동을 추천하거나 충고하기. ,A: My desk is always messy. B: You ought to organize your desk. ,A: 내 책상이 항상 지저분해. B: 너는 책상을 정리하는 게 좋아. ,A: You should try to (). B: That’s a good idea. A: It would be better to (). B: I’ll consider that. 
241,영어Ⅱ,YBM(한),2015,5,"Lesson 5
 Exploring
 the Universe",다양한 표현을 활용해 감정을 나타내기. ,A: Did you know that some turtles live for over 100 years? B: That’s interesting. ,A: 어떤 거북이는 100년 이상 산다는 거 알고 있었어? B: 흥미롭다. ,A: That’s amazing! B: I didn’t know that. A: How fascinating! B: Right? It’s so cool. 
242,영어Ⅱ,YBM(한),2015,6,"Lesson 6
 Culture and
 Heritage",다양한 표현을 활용해 확신이 없음을 나타내기. ,"A: There’s a music festival on Friday. B: That sounds really interesting, but I’m not sure I’ll be available on Friday. ","A: 금요일에 음악 축제가 있어. B: 정말 흥미로울 것 같은데, 금요일에 시간이 될지 모르겠어. ",A: I might not be able to (). B: Let me check my schedule. A: I’m not sure if (). B: I’ll let you know later. 
243,영어,비상,2015,1,Envision,I think you should ()를 활용해 충고하기. ,A: I don’t know what career to choose. B: I think you should talk to a career mentor. ,A: 어떤 직업을 선택해야 할지 모르겠어. B: 나는 네가 진로 멘토와 상담해 보는 게 좋다고 생각해. ,A: You should consider (). B: I’ll think about it. A: Why don’t you try ()? B: That’s a good idea. 
244,영어,비상,2015,2,Express,I wonder if ()를 활용해 궁금한 점을 표현하기. ,A: Do you have a bigger size of this? B: I wonder if you have a bigger one. ,A: 이거 더 큰 사이즈 있어요? B: 혹시 더 큰 사이즈가 있나 궁금해요. ,"A: I’d like to know if (). B: Let me check. A: Do you happen to know if ()? B: I’m not sure, but I can ask. "
245,영어,비상,2015,3,Contribute,It’s important that ()를 활용해 중요한 점을 강조하기. ,A: Why should we care about the environment? B: It’s important that you care about the planet. ,A: 왜 우리가 환경을 신경 써야 해? B: 지구를 아끼는 것이 중요해. ,A: It’s essential that (). B: I totally agree. A: We must remember that (). B: That’s true. 
246,영어,비상,2015,4,Explore,Could I ask you to ()?를 활용해 정중하게 요청하기. ,A: I want to explore the city tonight. B: Could I ask you to recommend a good place to visit tonight? ,A: 오늘 밤에 시내를 돌아보고 싶어. B: 좋은 방문 장소를 추천해 줄 수 있어? ,"A: Would you mind ()? B: Sure, no problem. A: Can you help me ()? B: Of course! "
247,영어,비상,2015,5,Collaborate,Why don’t you ()?를 활용해 상대방에게 제안하거나 권유하기. ,A: I want to do something meaningful. B: Why don’t you bring some items to donate? ,A: 의미 있는 일을 하고 싶어. B: 기부할 물건을 가져오는 게 어때? ,"A: How about ()? B: That sounds like a good idea. A: Would you like to ()? B: Yes, I’d love to! "
248,영어,비상,2015,6,Decide,Are you sure ()?를 활용해 확실성을 확인하기. ,A: I think this fits perfectly. B: Are you sure it fits correctly? ,A: 이게 완벽하게 맞는 것 같아. B: 그게 제대로 맞는지 확실해? ,"A: Do you really think ()? B: Yes, I’m sure. A: Are you certain that ()? B: Pretty much. "
249,영어,비상,2015,7,Observe,It’s likely that ()를 활용해 가능성을 표현하기. ,A: Will NFC be used more in the future? B: It’s likely that you’ll be able to find NFC in more things in the future. ,A: 앞으로 NFC가 더 많이 사용될까? B: 앞으로 더 많은 곳에서 NFC를 찾을 수 있을 가능성이 높아. ,A: There’s a good chance that (). B: That makes sense. A: It’s possible that (). B: I think so too. 
250,영어,비상,2015,8,Appreciate,This means ()를 활용해 개념이나 용어를 정의하기. ,A: What does it mean when an artist mixes different styles? B: This means he borrowed artistic styles from prehistoric peoples. ,A: 예술가가 다양한 스타일을 섞는다는 건 무슨 뜻이야? B: 이것은 그가 선사 시대 사람들의 예술적 스타일을 차용했다는 뜻이야. ,"A: In other words, it means (). B: Oh, I see. A: This refers to (). B: That makes sense. "
251,영어Ⅰ,비상,2015,1,A Road to Happiness,It seems to me ()를 활용해 자신의 의견을 표현하기. ,A: I have to finish all these tasks today. B: It seems to me you won’t have enough time. ,A: 오늘 안에 이 모든 일을 끝내야 해. B: 내 생각엔 네가 시간이 부족할 것 같아. ,"A: In my opinion, (). B: That’s a good point. A: I feel like (). B: You may be right. "
252,영어Ⅰ,비상,2015,2,"Taste Culture, Understand Better",Make sure you don’t ()를 활용해 주의나 경고하기. ,A: I plan to go shopping in the afternoon. B: Make sure you don’t go shopping during siesta. ,A: 오후에 쇼핑하러 갈 계획이야. B: 시에스타 시간에는 쇼핑 가지 않도록 해. ,A: Be careful not to (). B: Thanks for the warning. A: Watch out for (). B: I’ll keep that in mind. 
253,영어Ⅰ,비상,2015,3,Sports and Science Get Along,Do you mean ()?를 활용해 상대방의 말을 확인하기. ,A: Figure skaters now perform routines with songs that have lyrics. B: Do you mean figure skaters can skate to music with lyrics? ,A: 피겨스케이터들이 가사가 있는 노래에 맞춰 연기를 할 수 있어. B: 그러니까 피겨스케이터들이 가사가 있는 음악에 맞춰 스케이트를 탈 수 있다는 거야? ,"A: Are you saying that ()? B: Yes, exactly! A: Do you mean ()? B: That’s right. "
254,영어Ⅰ,비상,2015,4,"Together, We Can Do Better!",I heard that ()를 활용해 알고 있는 정보를 표현하기. ,A: Do you know who Kim Mandeok was? B: I heard that Kim Mandeok was respected a lot. ,A: 김만덕이 누구인지 알아? B: 김만덕이 많은 존경을 받았다고 들었어. ,A: I read that (). B: That’s interesting. A: Someone told me that (). B: I didn’t know that. 
255,영어Ⅰ,비상,2015,5,Creativity in Action,다양한 표현을 활용해 특정 사물이나 사람의 정체를 확인하기. ,A: Which toothbrush is yours? B: The one with a handle and brushes inside. ,A: 네 칫솔이 어느 거야? B: 손잡이가 있고 안에 솔이 있는 거야. ,"A: The one that’s (). B: Oh, I see. A: The one with (). B: Thanks, I got it. "
256,영어Ⅰ,비상,2015,6,My Promise with Mother Nature,Do you know how to ()?를 활용해 능력 여부 묻기. ,A: I want to start a worm farm. B: Do you know how to take care of earthworms? ,A: 나는 지렁이 농장을 시작하고 싶어. B: 지렁이를 어떻게 돌보는지 알아? ,"A: Can you ()? B: I’m not sure. A: Are you able to ()? B: Yes, I’ve done it before. "
257,영어Ⅱ,비상,2015,1,The Path Ahead,I prefer to ()를 활용해 선호하는 것을 표현하기. ,A: Do you like spending time alone? B: I prefer to spend time with my friends. ,A: 너 혼자 시간 보내는 걸 좋아해? B: 나는 친구들과 함께 시간을 보내는 걸 더 좋아해. ,A: I’d rather (). B: That makes sense. A: I like () better than (). B: I agree! 
258,영어Ⅱ,비상,2015,2,Tasty History,Do you see what I mean?를 활용해 상대방이 이해했는지 확인하기. ,"A: So, the formula works like this. B: Do you see what I mean? ",A: 그래서 이 공식은 이렇게 작동해. B: 내 말 이해돼? ,"A: Do you understand what I’m saying? B: Yes, I get it. A: Does that make sense? B: Yes, thanks for explaining. "
259,영어Ⅱ,비상,2015,3,Our Blue Planet,다양한 표현을 활용해 생각할 시간을 요청하기. ,A: What do you think about this idea? B: Let me see. ,A: 이 아이디어에 대해 어떻게 생각해? B: 잠깐 생각해 볼게. ,"A: Let me think. B: Take your time. A: I need a moment. B: Sure, no rush. "
260,영어Ⅱ,비상,2015,4,"One World, Many Ways",In () they call it ()를 활용해 특정 표현을 제안하기. ,"A: What do they call this in Hindi? B: In Hindi, they call it a lehenga. ",A: 이걸 힌디어로 뭐라고 불러? B: 힌디어로 lehenga라고 불러. ,A: In () it’s called (). B: That’s interesting! A: People refer to it as (). B: I didn’t know that. 
261,영어Ⅱ,비상,2015,5,How Far Will Technology Go?,It isn’t clear to me ()를 활용해 이해 상태를 나타내기. ,A: This app can recognize any song. B: It isn’t clear to me how it recognizes the song. ,A: 이 앱은 어떤 노래든 인식할 수 있어. B: 그게 어떻게 노래를 인식하는지 잘 모르겠어. ,A: I don’t quite understand (). B: Let me explain. A: I’m confused about (). B: I can clarify it. 
262,영어Ⅱ,비상,2015,6,The Landscape of Stories,Are you interested in ()?를 활용해 상대방의 관심을 묻기. ,A: He writes beautiful poetry. B: Are you interested in his poetry? ,A: 그는 정말 아름다운 시를 써. B: 너는 그의 시에 관심 있어? ,"A: Do you have an interest in ()? B: Yes, I do. A: Are you into ()? B: Not really. "
263,영어,동아(이),2015,1,"Hi, High School!",be interested in ()를 활용해 관심을 표현하기. ,I’m interested in learning new languages. ,나는 새로운 언어를 배우는 것에 관심이 있어. ,I have a keen interest in (). () really captures my attention. 
264,영어,동아(이),2015,2,Delicious World,의문문을 활용해 상대방에게 설명 요청하기. ,What do you mean by this concept? ,이 개념이 무슨 의미야? ,Could you clarify what you mean by ()? Can you elaborate on ()? 
265,영어,동아(이),2015,3,Helping Hands,Why don’t you ()를 활용하여 제안하거나 권유하기. ,Why don’t you bring your ideas to the meeting? ,회의에 너의 아이디어를 가져오는 게 어때? ,How about you try ()? Would you consider ()? 
266,영어,동아(이),2015,4,Be Nature Smart,I’m thinking of ()을 활용해 의도 표현하기. ,I’m thinking of creating a new design. ,나는 새로운 디자인을 만들 생각이야. ,I plan on (). I have an idea for (). 
267,영어,동아(이),2015,5,Beg to Differ,You shouldn’t ()을 활용해 충고하기. ,You shouldn’t interrupt others while they speak. ,다른 사람이 말할 때 끼어들지 않는 것이 좋아. ,It’s best not to (). Try to avoid (). 
268,영어,동아(이),2015,6,Beyond Korea,I was impressed with ()을 활용해 놀람 표현하기. ,I was impressed with the new performance. ,나는 새로운 공연에 감탄했어. ,I was amazed by (). It was surprising how (). 
269,영어,동아(이),2015,7,A Step Forward,I’m not happy about ()을 활용해 불평 말하기. ,I’m not happy about the service. ,나는 서비스에 만족하지 않아. ,I’m upset about (). I feel disappointed with (). 
270,영어,동아(이),2015,8,Bon Voyage,Don’t forget to ()을 활용해 당부하기. ,Don’t forget to charge your phone. ,휴대폰을 충전하는 것을 잊지 마. ,Remember to (). Make sure to (). 
271,영어 I,동아(권),2015,1,Invitation to a Teen’s Life,"If I were you, I’d ()을 활용해 조언하기. ","If I were you, I’d practice speaking English more. ",내가 너라면 영어 말하기 연습을 더 할 거야. ,"If I were in your position, I would (). You might want to consider (). "
272,영어 I,동아(권),2015,2,Taste Different Cultures,I’ve heard that ()을 활용해 알고 있음 표현하기. ,I’ve heard that they eat with chopsticks only. ,나는 그들이 젓가락으로만 먹는다고 들었어. ,I was told that (). People say that (). 
273,영어 I,동아(권),2015,3,Live and Let Live,I’m planning to ()을 활용해 의도 표현하기. ,I’m planning to share photos of air pollution. ,나는 대기 오염에 대한 사진을 공유할 계획이야. ,I intend to (). I have a plan to (). 
274,영어 I,동아(권),2015,4,Passion for Reading,Why don’t you ()?을 활용해 제안하기. ,Why don’t you ask your teacher? ,선생님께 물어보는 게 어때? ,How about ()? Maybe you could try (). 
275,영어 I,동아(권),2015,5,Discover the Future,What makes you think ()?을 활용해 이유 묻기. ,What makes you think she will be late? ,너는 그녀가 늦을 거라고 생각하는 이유가 뭐야? ,Why do you believe ()? How do you know ()? 
276,영어 I,동아(권),2015,6,National Pride,I recommend that you ()을 활용해 추천하기. ,I recommend that you try this book. ,나는 너에게 이 책을 읽어보라고 추천할게. ,You should check out (). It would be good to (). 
277,영어 II,동아(권),2015,1,Health Talks,It’s important that you ()을 활용해 강조하기. ,It’s important that you get enough sleep. ,충분한 수면을 취하는 것이 중요해. ,You must remember to (). Make sure to (). 
278,영어 II,동아(권),2015,2,Step into the World,I can’t believe ()!을 활용해 놀람 표현하기. ,I can’t believe it’s already December! ,벌써 12월이라니 믿을 수 없어! ,That’s unbelievable! No way! 
279,영어 II,동아(권),2015,3,The Joy of Language,What does () mean?을 활용해 설명 요청하기. ,"What does ""biodiversity"" mean? ","""생물 다양성""이 무슨 뜻이야? ",Could you explain ()? Can you tell me what () means? 
280,영어 II,동아(권),2015,4,Delight in Art,Is it alright if I ()?을 활용해 허가 요청하기. ,Is it alright if I leave early? ,내가 일찍 떠나도 괜찮을까? ,Would it be okay if I ()? Can I ()? 
281,영어 II,동아(권),2015,5,Living Together,You can say that again.을 활용해 동의하기. ,You can say that again! ,완전 동의해! ,I totally agree! That’s so true! 
282,영어 II,동아(권),2015,6,Find Your Dream,I hope to ()을 활용해 바람 표현하기. ,I hope to travel around the world. ,나는 세계를 여행하기를 바라. ,I wish to (). My dream is to (). 
283,공통영어 I,동아(이),2022,1,Life Is Experience,I’m sure that ()을 활용해 확신을 표현하기. ,I’m sure that this is the best choice. ,나는 이것이 최고의 선택이라고 확신해. ,I strongly believe that (). I have no doubt that (). 
284,공통영어 I,동아(이),2022,2,Journey Through the Pages,Don’t you agree? 를 활용해 동의를 구하기. ,Don’t you agree that this idea is great? ,이 아이디어가 좋다고 생각하지 않아? ,Wouldn’t you say that ()? Do you think () makes sense? 
285,공통영어 I,동아(이),2022,3,Small Things Matter,I’d like to ()을 활용해 주제를 소개하기. ,I’d like to talk about climate change. ,나는 기후 변화에 대해 이야기하고 싶어. ,Let’s discuss (). I want to introduce (). 
286,공통영어 I,동아(이),2022,4,Everyday Decisions,I’d like to emphasize that ()을 활용해 강조하기. ,I’d like to emphasize that teamwork is essential. ,나는 팀워크가 필수적이라는 점을 강조하고 싶어. ,I want to highlight (). I must stress (). 
287,영어 I,동아(박),2022,1,Best Version of Me,"Today, I’d like to ()을 활용해 주제 소개하기. ","Today, I’d like to introduce a new project idea. ",오늘 나는 새로운 프로젝트 아이디어를 소개하고 싶어. ,Let’s discuss (). I want to talk about (). 
288,영어 I,동아(박),2022,2,Money Smart,We’re looking forward to ()을 활용해 기대를 표현하기. ,We’re looking forward to meeting the new team members. ,우리는 새로운 팀원들을 만나는 것을 기대하고 있어. ,I can’t wait to (). I’m excited about (). 
289,영어 I,동아(박),2022,3,Act for Our Planet,"In other words, ()을 활용해 설명을 부연하기. ","In other words, the meeting has been rescheduled. ","다시 말해서, 회의 일정이 변경되었어. ","That means (). To put it another way, (). "
290,영어 I,동아(박),2022,4,Digital Well-Being,"In my opinion, ()을 활용해 개인 의견을 표현하기. ","In my opinion, this movie is a masterpiece. ",내 생각에 이 영화는 걸작이야. ,"I believe that (). From my perspective, (). "
291,영어 I,동아(박),2022,5,Beyond Boundaries,What about ()을 활용해 제안하기. ,What about having a picnic this weekend? ,이번 주말에 소풍 가는 건 어때? ,How about ()? Would you consider ()? 
292,영어 I,동아(박),2022,6,Better Together,"First, Next, Then 을 활용해 순서를 나타내기. ","First, we need to set up the equipment. Next, we run the test. Then, we analyze the results. ",먼저 장비를 설치해야 해. 다음으로 테스트를 진행해. 그리고 결과를 분석해. ,"The first step is to (). After that, we (). "
293,기본영어,천재(강),2015,1,Cheers to Your New Start!,I’m worried about ()을 활용해 걱정을 표현하기. ,I’m worried about tomorrow’s exam. ,나는 내일 시험이 걱정돼. ,I’m concerned about (). I feel uneasy about (). 
294,기본영어,천재(강),2015,2,Animals in Our Lives,Is it okay to ()을 활용해 허락 요청하기. ,Is it okay to leave early today? ,오늘 일찍 가도 괜찮을까? ,Would it be fine if I ()? Am I allowed to ()? 
295,기본영어,천재(강),2015,3,"Our Earth, Our Choice",Why don’t we ()을 활용해 제안하기. ,Why don’t we go for a walk after dinner? ,저녁 먹고 산책하는 게 어때? ,How about ()? Would you like to ()? 
296,기본영어,천재(강),2015,4,All Eyes on Korea,I wonder ()을 활용해 궁금증 표현하기. ,I wonder what will happen next. ,다음에 무슨 일이 일어날지 궁금해. ,I’m curious about (). I want to know (). 
297,기본영어,천재(강),2015,5,Living in a Digital Era,Make sure you ()을 활용해 주의 사항 당부하기. ,Make sure you lock the door before leaving. ,나가기 전에 문 꼭 잠가. ,Don’t forget to (). Be sure to (). 
298,영어,천재(이),2015,1,Opening a New chapter,I’m planning to ()을 활용해 의도 표현하기. ,I’m planning to visit my grandparents this weekend. ,나는 이번 주말에 조부모님을 방문할 계획이야. ,I intend to (). I have plans to (). 
299,영어,천재(이),2015,2,The Power of Creativity,Do you know how to ()을 활용해 능력 여부 묻고 답하기. ,"Do you know how to swim? – Yes, I do. ","수영할 줄 알아? – 응, 알아. ",Can you ()? Are you able to ()? 
300,영어,천재(이),2015,3,Living Together,Would you mind ()? 을 활용해 요청하고 답하기. ,Would you mind opening the window? – Of course not. ,창문 좀 열어줄 수 있어? – 괜찮아. ,Could you please ()? Would you be okay with ()? 
301,영어,천재(이),2015,4,The Door to the World,"Would you say that again, please? 를 활용해 반복 요청하기. ","Would you say that again, please? ",다시 한 번 말해줄래? ,Could you repeat that? Can you say that one more time? 
302,영어,천재(이),2015,5,"Our Earth, Our Future, Our Choice",I was surprised that ()을 활용해 놀람 표현하기. ,I was surprised that he won the competition. ,그가 대회에서 우승했다니 놀랐어. ,I couldn’t believe that (). It shocked me that (). 
303,영어,천재(이),2015,6,"Enjoy Art, Connect Hearts",Have you heard about ()? 을 활용해 알고 있는지 묻고 답하기. ,"Have you heard about the new movie? – Yes, I have. ","새로운 영화에 대해 들어봤어? – 응, 들어봤어. ",Do you know about ()? Are you aware of ()? 
304,영어,천재(이),2015,7,Science in Our Daily Lives,It seems to me that ()을 활용해 의견 표현하기. ,It seems to me that this is the best solution. ,내 생각엔 이게 최선의 해결책 같아. ,"I believe that (). In my opinion, (). "
305,영어,천재(이),2015,8,Korean Culture: The Mirror of Our Hearts ,Why don’t we ()? 을 활용해 제안∙권유하기. ,Why don’t we go hiking this weekend? – That’s a great idea. ,이번 주말에 하이킹 가는 거 어때? – 좋은 생각이야. ,How about ()? Would you like to ()? 
306,영어,천재(김),2015,1,"New Start, New Goals",How do you like ()을 활용해 만족 ․ 불만족 묻기. ,How do you like your new apartment? ,새 아파트는 어때? ,What do you think of ()? Are you satisfied with ()? 
307,영어,천재(김),2015,2,How “Green” Are You?,Why don’t we ()을 활용해 제안 ․ 권유하기. ,Why don’t we go for a walk after lunch? ,점심 먹고 산책하는 거 어때? ,How about ()? Would you like to ()? 
308,영어,천재(김),2015,3,Together We Grow,I think you should ()을 활용해 충고하기. ,I think you should talk to your teacher. ,선생님과 이야기해 보는 게 좋을 것 같아. ,You might want to (). I suggest you (). 
309,영어,천재(김),2015,4,Speak to Be Heard,I (don’t) agree (with you) 를 활용해 동의 여부 말하기. ,I agree with your idea. ,나는 네 생각에 동의해. ,I completely agree that (). I don’t think () is right. 
310,영어,천재(김),2015,5,For a Better World,Let me ()을 활용해 도움 제안하기. ,Let me carry your bag for you. ,네 가방 들어줄게. ,I can help you with (). Would you like me to ()? 
311,영어,천재(김),2015,6,Pack Up and Go,Don’t forget to ()을 활용해 상기시켜 주기. ,Don’t forget to bring your ID. ,신분증 가져오는 거 잊지 마. ,Make sure to (). Remember to (). 
312,영어,천재(김),2015,7,Beyond Earth,Can you explain ()? 을 활용해 설명 요청하기. ,Can you explain this math problem? ,이 수학 문제 설명해 줄 수 있어? ,Could you clarify ()? Would you mind explaining ()? 
313,영어,천재(김),2015,8,Korean Culture Rediscovered,Would it be possible for me to ()? 을 활용해 허가 여부 묻기. ,Would it be possible for me to take a day off tomorrow? ,내일 하루 쉬는 게 가능할까? ,Is it okay if I ()? Can I get permission to ()? 
314,영어Ⅰ,천재(이),2015,1,"My Journey, My Life",I hope ()을 활용해 희망‧기대 표현하기. ,I hope we can meet again soon. ,우리가 곧 다시 만나길 바래. ,I wish for (). I look forward to (). 
315,영어Ⅰ,천재(이),2015,2, Art Around Us,I’ve been told ()을 활용해 알고 있음 표현하기. ,I’ve been told that this restaurant is really good. ,이 식당이 정말 좋다고 들었어. ,Someone told me that (). I heard that (). 
316,영어Ⅰ,천재(이),2015,3,Toward a Better Environment,Why don’t we ()? 을 활용해 제안‧권유하고 답하기. ,Why don’t we try the new café? – That’s a great idea. ,새로운 카페에 가보는 건 어때? – 좋은 생각이야. ,How about ()? Would you like to ()? 
317,영어Ⅰ,천재(이),2015,4, Living Together,I’m thinking of ()을 활용해 의도 표현하기. ,I’m thinking of moving to a new city. ,나는 새로운 도시로 이사할 생각이야. ,I plan to (). I intend to (). 
318,영어Ⅰ,천재(이),2015,5,Culture as a Mirror of Our Lives,Can you explain ()? 을 활용해 설명 요청하고 답하기. ,Can you explain how to use this software? ,이 소프트웨어를 어떻게 사용하는지 설명해 줄 수 있어? ,Could you clarify ()? Would you mind explaining ()? 
319,영어Ⅰ,천재(이),2015,6,"Technology, What Defines Us as Humans",Is it possible that ()? 을 활용해 가능성 묻고 답하기. ,Is it possible that we’ll have a snow day tomorrow? ,내일 눈이 와서 휴교할 가능성이 있을까? ,Could it be that ()? Do you think there’s a chance that ()? 
320,영어 II,천재(이),2015,1,My School Days,That’s exactly what I think. 를 활용해 동의하기. ,That’s exactly what I think about this issue. ,이 문제에 대해 나도 똑같이 생각해. ,I completely agree with (). I feel the same way about (). 
321,영어 II,천재(이),2015,2,Discover Cultures Around the World,() means ()을 활용해 정의하기. ,Shaking hands means greeting someone politely. ,악수를 하는 것은 상대방에게 정중히 인사하는 것을 의미해. ,To give () symbolizes (). This represents (). 
322,영어 II,천재(이),2015,3,Future of Money,Is it necessary to ()? 을 활용해 의무 여부 묻고 답하기. ,Is it necessary to bring an ID card? ,신분증을 가져와야 해? ,Do I have to ()? Am I required to ()? 
323,영어 II,천재(이),2015,4,"Bring Literature
into Your Life",I’m into ()을 활용해 좋아하는 것 말하기. ,I’m into photography. ,나는 사진 찍는 걸 좋아해. ,I really enjoy (). I have a passion for (). 
324,영어 II,천재(이),2015,5,ICT in Our Lives,I’m surprised that ()을 활용해 놀람 표현하기. ,I’m surprised that he passed the exam. ,그가 시험에 합격했다니 놀라워. ,I couldn’t believe that (). It shocked me that (). 
325,영어 II,천재(이),2015,6,"Reach Beyond
Ourselves","In my opinion, ()을 활용해 의견 표현하기. ","In my opinion, online learning is very effective. ",내 생각에는 온라인 학습이 매우 효과적이야. ,"I believe that (). From my perspective, (). "
