example_english,example_korean
He politely said no to the small gift.,그는 작은 선물에 공손히 아니오라고 말했어요.
I no longer eat fast food at night.,저는 밤에 패스트푸드를 더 이상 먹지 않아요.
The noble man smiled at the kind people.,귀족 남자가 친절한 사람들에게 미소 지었어요.
My noble friend always helps those in need.,내 고귀한 친구는 항상 도움이 필요한 사람을 도와요.
Today the nobleman wore a big shiny crown.,오늘 귀족은 커다란 빛나는 왕관을 썼어요.
Nobody ever played soccer with me after school.,아무도 방과 후에 나와 축구하지 않았어요.
I always nod when I understand my lessons.,나는 수업을 이해할 때 항상 끄덕여요.
My dog loves playing in the noisy park.,우리 개는 시끄러운 공원에서 뛰어놀아요.
My friend says nonsense during our lunch break.,내 친구가 점심시간에 허튼소리를 해요.
I always eat tasty noodle soup for lunch.,나는 항상 점심에 맛있는 국수 수프를 먹어요.
My body condition is completely normal this morning.,오늘 아침 내 몸 상태는 완전히 정상이에요.
I always wear my normal shoes to school.,나는 항상 보통의 신발을 학교에 신어요.
Students normally study math in a bright classroom.,학생들은 정상적으로 밝은 교실에서 수학을 공부해요.
I normally eat a healthy breakfast at school.,저는 보통 학교에서 건강한 아침을 먹어요.
My best friend lives in the north area.,내 가장 친한 친구는 북쪽에 살아요.
Mom and Dad drive to the northern beach.,엄마와 아빠는 북쪽의 해변으로 가요.
My small brown cat has a cute nose.,내 작은 갈색 고양이는 귀여운 코가 있어요.
The airplane nose is always at the front.,항공기 앞부분은 항상 앞에 있어요.
I do not eat lunch at my school.,나는 내 학교에서 점심을 먹지 않아요.
I do not play that computer game anymore.,저는 그 컴퓨터 게임을 더 이상 하지 않아요.
Please note the red sign on the door.,문에 있는 빨간 표시를 주목해 주세요.
The teacher will note our amazing class achievement.,선생님은 우리 놀라운 반의 성취를 언급해요.
The music teacher taught a simple note well.,음악 선생님이 간단한 음표를 잘 가르쳤어요.
The piano note made a nice sound effect.,피아노 음향 효과가 멋진 소리로 들렸어요.
I write a note to my good friend.,나는 좋은 친구에게 메모를 써요.
My new note is full of bright drawings.,내 새로운 공책은 밝은 그림이 가득해요.
I really have nothing in my blue bag.,저는 파란 가방에 아무것도 없어요.
I read a fun new novel by myself.,저는 혼자서 재미있는 새 소설을 읽어요.
He designed a novel toy for his friends.,그는 친구들을 위해 기발한 장난감을 디자인했어요.
The novelist writes happy fun stories every day.,이 유명한 소설가는 매일 아주 재미있는 이야기를 써요.
My family visits parks in November every weekend.,우리 가족은 11월에 매 주말 공원에 가요.
I am finishing my homework at school now.,나는 지금 학교에서 숙제를 빨리 모두 끝내고 있어요.
I must do my homework now every day.,나는 숙제를 이제 매일 해야 해요.
Please number each page in your new book.,새 책의 각 페이지에 번호를 매겨 주세요.
I see a big number on the board.,나는 칠판에서 큰 수를 봐요.
My telephone number is always eight digits long.,내 전화번호는 항상 여덟 자리 숫자예요.
The caring nurse comforted the hurt child today.,다정한 간호사가 아픈 아이를 위로했어요~요.
My kind grandmother lives in a nursing home.,저의 친절한 할머니는 양로원에 살아요.
Fresh fruits give a nutrient our bodies need.,신선한 과일은 우리 몸에 영양소를 줘요.
Fresh fruits are nutrient and good for health.,신선한 과일은 영양이 되고 건강에 좋아요.
The class begins at nine o'clock every morning.,수업은 매일 아침 아홉 시에 시작해요.
We visited the observatory near our school today.,우리는 오늘 학교 근처 천문대에 갔어요.
A small octopus moves slowly in clear water.,작은 문어가 맑은 물에서 천천히 움직여요.
The cover of my new notebook is red.,내 새 공책의 표지는 빨개요.
The park entertains kids of all ages today.,공원은 모든 연령의 어린이들을 오늘 즐겁게 해요.
These off shoes cost much less this week.,이 할인하는 신발은 이번 주에 훨씬 싸요.
The small shop sells off summer dresses today.,작은 가게는 할인된 여름 드레스를 팔아요.
The small toy suddenly fell off the chair.,작은 장난감이 의자에서 떨어졌어요.
I offer my friend a fun idea today.,저는 오늘 친구에게 재미있는 아이디어를 제안해요.
A small office is always located in town.,작은 사무소는 언제나 도시에 있어요.
His uncle holds an important office in government.,삼촌께서 정부에서 중요한 공직을 맡고 있어요.
The official always calls every game very fair.,심판은 항상 경기마다 공정하게 판정해요.
The official works in the town office daily.,공무원은 마을 사무실에서 매일 일해요.
The trusted official helped organize our school event.,신뢰받는 관계자가 우리 학교 행사를 도왔어요.
The official document arrived at our school today.,공식적인 서류가 오늘 우리 학교에 도착했어요.
The school officially organized a friendly sports day.,학교는 공식적으로 친근한 운동회를 열었어요.
I often play soccer with my best friends.,나는 종종 가장 친한 친구들과 축구를 해요.
Tom often rides his red bike to school.,톰은 자주 빨간 자전거를 타고 학교에 가요.
The engine always needs good oil for function.,엔진은 항상 좋은 기름이 필요해요.
My old cat always naps on warm beds.,내 늙은 고양이는 항상 따뜻한 침대에서 낮잠 자요.
This old book tells a very nice story.,이 오래된 책은 아주 멋진 이야기를 해요.
My little dog is old but very funny.,나의 작은 개는 나이가 많지만 매우 재미있어요.
The new computer in school is on today.,오늘 학교의 새 컴퓨터가 켜져 있어요.
The blue book is on the table now.,푸른 책은 탁자 위에 있어요.
Our class picnic is on Saturday in school.,우리 반 소풍은 이번 토요일에 학교에서 즐겁게 해요.
People eat three meals on average every day.,사람들은 하루 평균 세 끼를 먹어요.
The school library always has books on display.,학교 도서관은 항상 책들이 전시해요.
I go on foot to school every day.,나는 걸어서 학교에 가요.
He completed all his tasks on one's own.,그는 모든 과제를 혼자 힘으로 완료했어요.
I saw my friend on my way home.,집에 가는 도중에 친구를 만났어요.
She met Anne on her way to school.,그녀는 학교 가는 길에 앤을 만났어요.
He quickly stopped on his way to school.,그는 학교로 가는 도중에 급히 멈췄어요.
She spilled her drink on purpose at school.,그녀는 학교에서 음료를 일부러 쏟았어요.
Many store items are on sale this weekend.,많은 상점 물건들이 이번 주말에 할인 중이에요.
The dog on the loose ran very fast.,탈주 중인 강아지가 매우 빨리 달렸어요.
They answered questions on the spot during class.,수업 중 즉석에서 질문에 대답했어요.
I happily met friends on the way home.,집에 가는 길에 친구들을 만났어요.
The bus always arrives on time each day.,버스는 매일 정시에 항상 도착해요.
"Once I lived in a small, quiet town.","한때 나는 작은, 조용한 마을에 살았어요."
I once played in a bright sunny park.,나는 한 때 밝고 화창한 공원에서 놀았어요.
"Once you finish your homework, you can play.","일단 숙제를 끝내면, 놀 수 있어요."
"Once I finish my homework, I watch TV.",숙제를 끝내자마자 나는 TV를 봐요.
"Once you finish dinner, you read a book.","일단 저녁을 먹으면, 책을 읽어요."
I read new books once in a while.,나는 이따금 새 책을 읽어요.
"Once upon a time, a boy ran fast.","옛날에, 소년이 빨리 달렸어요."
I have one good friend at my school.,저는 학교에 좋은 친구가 한 명 있어요.
Please pick one green apple from the bowl.,그릇에서 초록 사과 하나를 골라 주세요.
Friends share toys with one another at school.,친구들은 학교에서 서로 장난감을 공유해요.
Sort your toys one by one for me.,장난감을 하나하나씩 정리해 주세요.
Our fun project is ongoing every single day.,우리의 재미있는 프로젝트는 매일 계속 진행 중이에요.
This is the only red apple in sight.,이것은 오직 빨간 사과예요.
Please open the door now for fresh air.,신선한 공기를 위해 지금 문을 여세요.
The open door happily welcomes every friendly visitor.,열린 문은 모든 친절한 방문객을 반겨요.
The operator drives the bus on long routes.,기사는 긴 노선을 따라 버스를 운전해요.
The operator helps with many phone calls today.,전화 교환원은 오늘 많은 전화를 도와줘요.
The teacher gave a wonderful opportunity to learn.,선생님은 배우는 기회를 주셨어요.
You can choose juice or water for lunch.,점심에 주스 또는 물을 선택할 수 있어요.
Our school orchestra played a happy song today.,우리 학교 오케스트라가 오늘 행복한 노래를 연주했어요.
He always orders his friend around every day.,그는 매일 친구에게 자꾸 이래라 저래라 해요.
Our small organization builds a new safe structure.,우리의 작은 조직 새롭고 안전한 구성을 만들어요.
Our club requires organization for successful team events.,우리 동아리는 성공적인 팀 행사를 위해 체계성이 필요해요.
The organizer arranges books for a tidy room.,그 정리하는 사람은 책을 정리해요 깔끔한 방을 만들어요.
The organizer plans fun parties for all guests.,주최자는 모든 손님을 위해 즐거운 파티를 계획해요.
The origin of the river is the mountain.,강의 기원은 산이에요.
I learned the coffee bean origin in Ethiopia.,나는 에티오피아에서 커피 원산지를 배웠어요.
This museum keeps the original painting from history.,이 박물관은 역사에서 최초의 그림을 보관해요.
"Today, my drawing is original and very cute.","오늘, 내 그림은 원래의이고 매우 귀여워요."
My story is really original and very fun.,내 이야기는 정말 독창적이고 매우 재미있어요.
She originally planned to paint a big picture.,그녀는 원래 큰 그림을 그릴 계획이었어요.
Many popular dances originate from various ancient cultures.,많은 인기있는 춤은 다양한 고대 문화에서 유래해요.
We must trust ourselves to reach our dreams.,우리 스스로 노력하면 우리 꿈을 이룰 수 있어요.
The situation got out of hand very quickly.,상황이 매우 빠르게 손을 쓸 수 없게 되었어요.
The bright toy was out of my reach.,밝은 장난감은 내 손이 닿지 않은 곳에 있어요.
Her song is out of tune this morning.,그녀의 노래는 오늘 아침 가락이 안 맞아요.
We enjoy outdoor fun games at school recess.,우리는 학교 쉬는 시간에 야외의 재미있는 게임을 즐겨요.
We enjoy playing outdoors with our little friends.,우리는 작은 친구들과 야외에서 놀아요.
We explore outer space during our science class.,우리 과학 수업에서 우주를 탐험해요.
She is an outgoing girl with many friends.,그녀는 외향적이고 사교적인 소녀로 친구가 많아요.
The outgoing train leaves the station very soon.,떠나는 기차 가 곧 역을 출발해요.
The teacher outlines the lesson plan in class.,선생님께서 수업 개요를 서술해요.
The student read the outline of the book.,학생은 책의 개요를 읽었어요.
The small bird outline shows its simple form.,작은 새의 윤곽 은 단순해요.
The outside is warm during the sunny day.,바깥쪽은 화창한 날에 따뜻해요.
My brother rides his bike outside every afternoon.,내 동생은 매일 오후에 밖에 자전거를 타요.
The school year is totally over this summer.,이번 여름에 학년도는 완전히 끝났어요.
My blue book is over the big desk.,내 파란 책은 큰 책상 위에 있어요.
My small cat jumped over the white wall.,내 작은 고양이는 흰 벽을 넘어갔어요.
I always study math over the summer break.,나는 항상 수학을 여름 방학 동안 공부해요.
They play the game over and over today.,그들은 오늘 게임을 여러 번 되풀이하여 놀아요.
The red ball is waiting over there today.,빨간 공은 저기에 기다리고 있어요.
The black cat jumped quickly over-the-fence near home.,검은 고양이가 집 근처에서 빠르게 담(장)을 넘었어요.
I always overcome problems by working hard daily.,나는 항상 문제를 열심히 노력해서 극복해요.
The engine was overheated after the long drive.,긴 운전 후 엔진이 과열되었어요.
My father works overnight at the gas station.,우리 아버지는 주유소에서 야간에 일해요.
The flowers bloomed overnight in my small garden.,내 작은 정원에서 꽃이 하룻밤 사이에 피었어요.
I stayed up overnight to finish my homework.,나는 숙제를 끝내기 위해 밤새웠어요.
The brown owl sleeps in the tree branch.,갈색 올빼미는 나뭇가지 위에서 자고 있어요.
I own my very first toy car today.,나는 내 첫 번째 장난감 차를 소유해요.
The kind owner takes care of his cat.,친절한 주인은 그의 고양이를 돌봐요.
Plants need oxygen daily to breathe and grow.,식물은 매일 산소를 필요로 해요.
We play fun P.E. games at our school.,우리는 우리 학교에서 즐겁게 체육을 해요.
Our soccer practice always starts at 5 p.m.,우리 축구 연습은 항상 오후 5시에 시작해요.
The pacer walked alongside runners in a race.,경주에서 페이서가 주자들과 함께 걸었어요.
I will package the gift for my friend.,나는 친구를 위해 선물을 포장할 거예요.
I sent a small package to my friend.,나는 친구에게 작은 소포를 보냈어요.
My friend receives a small package every day.,내 친구는 매일 작은 포장물을 받아요.
My uncle delivered a package to my school.,삼촌이 학교에 소포를 배달했어요.
The packaging was done carefully for every order.,포장은 모든 주문에 대해 신중하게 처리되었어요.
The puppy softly steps on his small pad.,강아지가 작은 발바닥으로 부드럽게 걸어요.
I always use a pad for my protection.,나는 항상 보호용 패드를 사용해요.
My arm is very painful after a fall.,넘어진 후에 내 팔이 매우 아파요.
I love to paint pictures with bright colors.,나는 밝은 색으로 그림을 그려요.
The kids happily paint pictures in art class.,아이들이 미술 시간에 그림을 색칠해요.
Kids use bright paint for art every day.,아이들은 밝은 그림물감을 사용해 예쁜 그림을 그려요.
A kind painter always paints a pretty picture.,친절한 화가는 항상 예쁜 그림을 그려요.
The painting is bright and colorful for everyone.,그림은 모두에게 밝고 화사해요.
My friend always enjoys painting in art class.,제 친구는 항상 미술 시간에 그림 그리기를 즐겨요.
He showed his palm during the card trick.,그는 카드 묘기 때 손바닥을 보였어요.
Many palm trees grow in the warm beach.,따뜻한 해변에 많은 야자 나무가 자라요.
My mom cooked fluffy pancakes for breakfast today.,우리 엄마는 오늘 아침에 부드러운 팬케익을 만들었어요.
The carpenter carefully installed a broken pane today.,목수가 오늘 조심스럽게 깨진 판유리를 설치했어요.
I like my new blue pants so much.,저는 새 파란 바지를 아주 좋아해요.
I need to finish my paper for class.,나는 수업 숙제를 끝내야 해요.
I write on paper with my red pen.,나는 빨간 펜으로 종이에 글을 써요.
My mom always pays with paper money today.,우리 엄마는 오늘 지폐로 결제해요.
I will write a paper for our assignment.,나는 우리 과제물을 쓸 거예요.
I received an important parcel at school today.,저는 오늘 학교에서 중요한 소포를 받았어요.
My parent is always kind and so loving.,우리 부모님은 항상 따뜻하고 친절해요.
My parent always helps me with my homework.,우리 부모님은 항상 숙제를 도와주셔요.
We often play near the small park today.,우리는 오늘 작은 공원 근처에서 자주 놀아요.
I can easily park my car near home.,나는 집 근처에 차를 쉽게 주차할 수 있어요.
Our park manager waters the park every day.,우리 공원 관리인이 매일 공원에 물을 줘요.
My car is parked in the parking lot.,내 차는 주차장에 주차되어 있어요.
My parrot loves eating tasty fruit each morning.,내 앵무새는 매일 맛있는 과일을 먹어요.
They always part after the school bell rings.,학교 종이 울리면 그들은 항상 헤어져요.
I play an important part in our game.,나는 우리 게임에서 중요한 역할을 해요.
I really like this part of the city.,나는 이 지역이 정말 좋아요.
Each participant happily joined the school's fun event.,각 참가자는 학교의 즐거운 행사에 기쁘게 참여했어요.
Every student can participate actively in the game.,모든 학생은 게임에 적극적으로 참여할 수 있어요.
My friends really participate in the school play.,내 친구들은 학교 연극에 정말 참여해요.
The kids always enjoy a fun birthday party.,아이들은 항상 재미있는 생일 파티를 즐겨요.
I joined a small party of friendly people.,나는 친절한 사람들의 작은 무리에 가입했어요.
The party helps many people in our town.,그 정당은 우리 동네에서 많은 사람을 도와요.
My party always walks with me on Sundays.,내 일행은 항상 일요일에 나와 함께 걸어요.
The long days pass slowly during summer break.,여름 방학 동안 긴 날들이 천천히 흘러가요.
I pass the math test with great effort.,저는 수학 시험을 큰 노력으로 통과해요.
Please pass the small blue ball to me.,작은 파란 공을 저에게 건네주세요.
Please pass the blue ball to my friend.,친구에게 파란 공을 건네주세요.
She carries her pass during the school trip.,그녀는 학교 여행 동안 통행증을 지니고 있어요.
My kind grandpa passed away peacefully last night.,친절한 할아버지께서 어젯밤 평화롭게 돌아가셨어요.
Please pass on this short note to me.,저에게 이 짧은 쪽지를 전달해요.
The boat can pass through the narrow canal.,보트가 좁은 운하를 통과할 수 있어요.
Light can pass through the clear glass window.,빛이 투명한 유리창을 통과해요.
Students pass through joyful lessons every school day.,학생들은 매일 즐거운 수업을 경험해요.
The passenger quietly waited at the bus stop.,승객은 버스 정류장에서 조용히 기다렸어요.
The passing of time makes us learn things.,시간의 흐름은 우리에게 많은 것을 알려줘요.
The cold feeling was just passing by quickly.,차가운 느낌은 그냥 빠르게 지나가요.
A passing car zooms quickly on the road.,지나가는 차가 도로 위를 빠르게 달려요.
My passion always pushes me to learn daily.,나의 열정은 항상 나를 배우게 해줘요.
Always bring your passport when you travel abroad.,항상 해외 여행 시 여권을 꼭 가져가세요.
I lost my secret password for class email.,나는 수업 이메일용 비밀 암호를 잃어버렸어요.
I carefully patch the hole on my shirt.,나는 조심히 내 셔츠의 구멍을 덧대요.
The black cat always has a small patch.,검은 고양이는 항상 작은 반점이 있어요.
The new park patch is fun for children.,새로운 공원 지역은 아이들에게 즐거워요.
I use a red patch to cover holes.,나는 빨간 패치로 구멍을 덮어요.
The patch on my shirt looks very bright.,내 셔츠의 조그만 부분이 아주 밝아요.
"Using patchwork skills, they create a colorful quilt.",조각보 깁기 기술로 그들은 화려한 퀼트를 만들어요.
I always show patience when my friend fails.,나는 항상 친구가 실패할 때 참을성을 보여요.
They always pay extra money at the store.,그들은 상점에서 항상 추가 돈을 지불해요.
My kind boss gives good pay every week.,나의 친절한 상사는 좋은 보수를 매주 줘요.
"Dear students, please pay attention to each lesson.",친애하는 학생들은 각 수업에 유의해 주세요.
Children pay close attention to the colorful sign.,아이들이 다채로운 표지판에 주목해요.
You must always pay for every new toy.,너는 항상 새 장난감의 값을 치러요.
The colorful peacock walks slowly in the garden.,공작은 정원에서 천천히 걸어요.
Excitement peaks rapidly when we play soccer games.,우리가 축구 경기를 할 때 흥분이 빠르게 절정에 달해요.
The tall mountain peak is very snowy today.,높은 산의 꼭대기는 오늘 매우 눈이 와요.
We reached the peak  of the tall mountain.,우리는 큰 산의 정점에  도달했어요.
The peak sunlight makes the garden very bright.,최고조의 햇빛이 정원을 매우 밝게 만들어요.
The bright pearl glows under the blue sea.,밝은 진주가 푸른 바다 아래서 빛나요~요
The student peers closely at his old book.,그 학생은 그의 오래된 책을 자세히 봐요.
The peer is a gentle and noble aristocrat.,그 귀족은 온화하고 고귀해요.
My kind peer helped me finish my homework.,친절한 또래가 내 숙제를 도와줬어요.
Little sheep quietly eat in the safe pen.,작은 양이 안전한 우리에서 조용히 먹어요.
I always use my red pen at school.,나는 항상 학교에서 내 빨간 펜을 사용해요.
"During the game, he took a penalty kick.",경기 중에 그는 패널티 킥을 했어요.
The small penguin waddles across the snowy path.,작은 펭귄이 눈 위를 걸어요.
Many friendly people enjoy parks on sunny days.,많은 친절한 사람들은 화창한 날 공원에서 즐기어요.
I easily perceive beauty in every calm moment.,나는 모든 평온한 순간의 아름다움을 인식해요.
Fifty percent of students enjoy reading English books.,학생들의 절반은 영어 책 읽기를 즐겨요.
Her dance performance earned applause from a crowd.,그녀의 무용 공연은 관객에게 박수를 받았어요.
The actor delivered an amazing performance last night.,배우가 어제 밤 훌륭한 연기를 보여줬어요.
His performance always gave our team good results.,그의 성과는 항상 우리 팀에 좋은 결과를 주었어요.
The dancer did a very good performance today.,댄서가 오늘 매우 좋은 수행을 했어요.
My computer shows really good performance each day.,내 컴퓨터는 매일 정말 좋은 성능을 보여줘요.
You must get permission to use this room.,너는 이 방을 사용하려면 허락을 받아야 해요.
My persistent friend always studies very hard daily.,나의 끈질긴 친구는 매일 아주 열심히 공부해요.
The persistent rain keeps falling throughout the day.,지속되는 비가 하루 종일 계속 내려요.
I always use my personal computer for homework.,나는 항상 개인의 컴퓨터를 숙제에 사용해요.
The photographer takes nice pictures every sunny day.,사진사는 매일 화창한 날에 좋은 사진을 찍어요.
I really enjoy photography using my new camera.,나는 새 카메라로 사진 찍는 것을 정말 좋아해요.
I always use this phrase in our class.,나는 항상 우리 반에서 이 어구를 사용해요.
Tom always loves learning physics at his school.,톰은 항상 학교에서 물리학을 배우어요.
My neighbor is a famous and kind pianist.,우리 이웃은 유명하고 착한 피아니스트예요.
I often pick apples from a tall tree.,나는 종종 키 큰 나무에서 사과를 따요.
I will pick a bright yellow pencil today.,저는 밝은 노란색 연필을 고를 거예요.
She gently picks pretty flowers from the garden.,그녀는 살며시 정원에서 예쁜 꽃을 꺾어요.
The smart miner uses a strong pick tool.,스마트 광부는 강한 곡괭이를 사용해요.
I always pick out my favorite new toy.,나는 항상 제일 좋아하는 새 장난감을 고르세요.
I will pick up a new book today.,나는 오늘 새 책을 구입할 거예요.
I will quickly pick up my return package.,저는 반품 소포를 빠르게 수령할게요.
The small vacuum can pick up dust easily.,작은 청소기가 먼지를 쉽게 빨아들일 수 있어요.
I pick up my red ball at school.,나는 학교에서 빨간 공을 줍아요.
My mom will pick me up by car.,엄마가 차에 태워줄 거예요.
I quickly pick up fun skills at school.,나는 학교에서 재미있는 기술을 빨리 배워요.
I pick up clues when playing the game.,나는 게임할 때 단서를 찾아요.
The picker gathers wild berries in the park.,그 채집자가 공원에서 야생 열매를 모아요.
I picture my favorite animal in bright colors.,나는 좋아하는 동물을 밝은 색으로 상상해요.
I drew a pretty picture with bright colors.,나는 밝은 색으로 예쁜 사진을 그렸어요.
A beautiful picture is hung on the wall.,아름다운 그림이 벽에 걸려 있어요.
This picture shows the overall situation in class.,이 그림은 교실의 전반적인 상황을 보여요.
I created a lovely new piece of art.,나는 멋진 새로운 작품을 만들었어요.
She cut a piece of delicious chocolate cake.,그녀는 맛있는 초콜릿 케이크 한 조각을 자르셨어요.
I bought one piece of apple pie today.,나는 오늘 사과파이 한 개를 샀어요.
A small pig plays in the muddy yard.,작은 돼지가 진흙 마당에서 놀고 있어요.
The pigeon waddles slowly on the sidewalk today.,비둘기가 오늘 천천히 인도 위를 걷고 있어요.
I sleep on a really soft blue pillow.,나는 정말 부드러운 파란 베개에서 자요.
The brave pilot flies a red airplane daily.,용감한 조종사가 빨간 비행기를 매일 조종해요.
She pines deeply for calm nights with friends.,그녀는 친구들과 함께 평온한 밤을 갈망해요.
A tall pine sways in the gentle wind.,키 큰 소나무가 부드러운 바람에 흔들려요.
I found a pine cone in the park.,나는 공원에서 솔방울을 찾았어요.
A tall pine tree grows in our park.,키 큰 소나무가 우리 공원에 자라요.
The pinsetter resets pins in the bowling alley.,핀세터가 볼링장에서 핀을 다시 세워요.
The pit is very deep and quite dangerous.,구덩이는 매우 깊고 꽤 위험해요.
The race car entered the pit area quickly.,경주용 차가 피트 구역에 빠르게 들어갔어요.
He pitches the ball very far for fun.,그는 재미있게 공을 아주 멀리 던져요.
The young singer sang a high pitch song.,젊은 가수가 높은 음정의 노래를 불렀어요.
Her pitch was a gentle offer for help.,그녀의 권유는 부드러운 도움 제안이었어요.
The pitch on the mountain is snowy today.,산의 정점은 오늘 눈이 와요.
The pitcher throws a fast ball every game.,투수가 매 경기마다 빠른 공을 던져요.
The pitcher holds water for our school lunch.,그 항아리는 우리 학교 점심에 물을 담아요.
Please place the ball beside the box now.,공을 상자 옆에 놓아 주세요.
She got third place in the school contest.,그녀는 학교 대회에서 3등을 받았어요.
Tiny plankton feed many fish in the ocean.,작은 플랑크톤은 바다에서 많은 물고기를 먹어요.
My toy car is made of strong plastic.,내 장난감 자동차는 강한 플라스틱으로 만들어졌어요.
My plastic toy is very flexible and soft.,내 플라스틱 장난감은 매우 유연하고 부드러워요.
Kids love to play outside every bright day.,아이들은 맑은 날에 밖에서 놀아요.
Kids play soccer in the park every morning.,아이들은 매일 아침 공원에서 축구를 해요.
They will play a role in our game.,그들은 우리 게임에서 역할을 할 거예요.
The cinema will play our new movie tonight.,영화관이 오늘 밤 새 영화를 상영해요.
He can play the beautiful piano at school.,그는 학교에서 아름다운 피아노를 연주해요.
My friends and I play soccer every day.,친구들과 저는 매일 축구를 해요.
Our big school play will start this Friday.,우리의 큰 학교 연극은 이번 금요일에 시작할 거예요.
Friends play a role in a happy family.,친구들은 행복한 가족에서 역할을 해요.
The young player plays soccer with his friends.,어린 선수는 친구들과 축구를 해요.
The children love to play on the playground.,아이들이 운동장에서 노는 것을 좋아해요.
Kids usually play happily at the big playground.,아이들이 큰 놀이터에서 행복하게 놀아요.
She gives gifts to please her dear mother.,그녀는 선물을 주어 어머니를 기쁘게 해요.
"Please, help me finish my homework right now.","부디, 숙제를 빠르게 끝내게 도와주시면 정말 많이 고마워요."
She is very pleased with her new book.,그녀는 새 책에 매우 만족해요.
The pleasing music made us feel very happy.,유쾌한 음악이 우리를 매우 행복하게 만들었어요.
The pleasing music made my heart feel happy.,기분 좋은 음악이 내 마음을 행복하게 만들었어요.
Eating ice cream often creates great pleasure here.,아이스크림 먹으면 종종 큰 즐거움이 있어요.
There are plenty of apples in the basket.,바구니에 사과가 충분히 많아요.
I use my pocket money to buy snacks.,나는 간식을 사기 위해 용돈을 써요.
We read modern poetry during our English class.,우리 영어 수업에서 현대 시를 읽어요.
He will point at the small red ball.,그는 작은 빨간 공을 가리키어요.
He always makes a clear point in class.,그는 항상 수업에서 분명한 요점을 말해요.
Lisa scored the highest point in our game.,리사가 우리 게임에서 가장 높은 점수를 얻었어요.
She explained the point of winning the game.,그녀는 게임에서 이기는 요점을 설명해요.
My little friend will point at the balloon.,내 작은 친구가 풍선을 가리킬 거예요.
My teacher will point out your spelling errors.,내 선생님이 네 철자 오류를 지적할 거예요.
They sometimes point the finger at naughty kids.,그들은 때때로 나쁜 아이들을 비난해요.
The pencil is pointy and writes very well.,연필은 끝이 뾰족하고 아주 잘 써요.
The boy can gently poke his new friend.,소년은 새로운 친구를 살살 찌를 수 있어요.
The polar bear happily swims in icy water.,북극곰은 차가운 물속에서 행복하게 수영해요.
The friendly police help people every single day.,친절한 경찰은 매일 사람들을 도와요~요.
The police officer protects our school every day.,경찰관은 우리 학교를 매일 지켜줘요.
The police station is very near our house.,경찰서는 우리 집 근처에 있어요.
I polish my shoes before leaving for school.,나는 내 신발을 학교에 가기 전에 다듬어요.
I always polish my red shoes every morning.,저는 항상 아침에 빨간 신발에 윤을 내요.
I apply polish on my shoes every morning.,나는 아침마다 신발에 광택제를 발라요.
Small bee collects pollen from pretty red flowers.,작은 벌이 예쁜 빨간 꽃에서 꽃가루를 모아요~요.
Small bees greatly aid pollination of bright flowers.,작은 벌들이 밝은 꽃의 수분 작용을 크게 도와요.
City pollution harms many animals and plants daily.,도시 오염은 많은 동물과 식물에 피해를 줘요.
The small duck swam happily around the pond.,작은 오리가 연못 주위로 즐겁게 헤엄쳤어요.
My sister always wears a ponytail every morning.,여동생은 매일 아침 말총머리를 해요.
My pet dog will poop in the garden.,내 강아지는 정원에서 배변할 거예요.
My little puppy left a small poop today.,내 작은 강아지가 오늘 작은 똥을 쌌어요.
The poor family lives in a small house.,가난한 가족은 작은 집에서 살아요.
His poor dog needs care on rainy days.,그의 좋지 않은 개는 비 오는 날 보살핌이 필요해요.
He is very poor at drawing simple shapes.,그는 단순한 도형을 그리는 데 매우 형편없어요.
The soup has a poor amount of salt.,수프는 소금이 불충분해요.
The poor kitten was feeling very sad today.,불쌍한 새끼 고양이가 오늘 매우 슬펐어요.
The poor chef always cooked his food badly.,서투른 요리사는 항상 음식을 잘못 요리해요.
The food at our school looks poor today.,우리 학교 음식 오늘 좋지 못해요.
