example_english,example_korean
The poor house is very old and small.,보잘것없는 집은 매우 오래되고 작아요.
Children love to make pop art in class.,어린이들은 교실에서 대중 미술을 만들어요.
I love to listen to pop music daily.,저는 대중음악을 매일 듣는 걸 좋아해요.
A pop-up window appears after clicking the link.,링크를 클릭하면 팝업 창이 나타나요.
I really love eating tasty popcorn at movies.,저는 영화 볼 때 맛있는 팝콘을 먹는 걸 좋아해요.
I enjoy a tasty popsicle on summer afternoons.,나는 여름 오후에 맛있는 아이스 캔디를 즐겨요.
The population of our city is really large.,우리 도시의 인구가 정말 많아요.
The population of our city grows very fast.,우리 도시의 개체군은 매우 빠르게 증가해요.
Mother usually cooks warm porridge for breakfast daily.,엄마는 보통 아침에 따뜻한 죽을 요리해요.
The child will pose with a funny smile.,아이가 재미있는 미소와 함께 자세를 취해요.
A fast car may pose a threat today.,빠른 차가 오늘 위협을 제기할 수 있어요.
The dancer held a pretty pose on stage.,댄서는 무대 위에서 예쁜 자세를 유지했어요.
I will position the red chairs in order.,저는 빨간 의자들을 순서대로 배치할 거예요.
Please check your current position on this map.,이 지도에서 너의 현재 위치를 확인해 봐요.
My honest position supports everyone in our group.,나의 솔직한 입장은 우리 모두에게 큰 도움을 줘요.
She got a good position at her school.,그녀는 학교에서 좋은 지위를 얻었어요.
Always keep your proper position and stand straight.,항상 올바른 자세를 유지하고 똑바로 서요.
My friend found a great position at school.,내 친구는 학교에서 좋은 일자리를 찾았어요.
She always has a positive view every day.,그녀는 항상 매일 긍정적인 견해를 가지고 있어요.
There is a good possibility of rain tomorrow.,내일 비 올 가능성이 보여요.
The new post office is near my school.,새 우체국은 내 학교 근처에 있어요.
I always write my postal code on forms.,나는 항상 양식에 우편번호를 적어요.
I made a new posting on my blog.,나는 내 블로그에 새 포스팅을 했어요.
I always eat a big potato with dinner.,나는 항상 큰 감자를 저녁으로 먹어요.
Friends happily share tasks for a potluck party.,친구들이 기쁘게 음식 준비를 분담하는 파티에요.
The potter makes small clay pots every day.,도공은 매일 작은 옹기장을 만들어요.
I found beautiful pottery at the old museum.,나는 오래된 박물관에서 아름다운 도자기를 발견했어요.
The generator powers the school lights every day.,발전기가 매일 학교 불빛에 전력을 공급해요.
We always power the machine with electric energy.,저희는 항상 기계에 전기를 공급해요.
The king holds great power to rule well.,왕은 잘 다스리기 위해 큰 권력을 가지고 있어요.
The power in our family makes us strong.,우리 가족의 힘이 우리를 강하게 해요.
The lion really is a very powerful animal.,사자는 정말로 매우 강력한 동물이에요.
Our wise leader is a very powerful person.,우리의 현명한 지도자는 매우 영향력 있는 사람이에요.
The athlete always pushes powerfully against the wind.,운동선수는 항상 바람에 강력하게 밀어내요.
Parents always praise their children when they try.,부모님들은 항상 아이들을 노력할 때 높이 평가해요.
Her shiny red ring is a precious gift.,그녀의 빛나는 빨간 반지는 귀중한 선물이예요.
The puppy runs precious fast around the park.,강아지가 공원에서 매우 빨리 달려요.
We predict the weather will be very sunny.,우리는 날씨가 매우 맑을 것으로 예측해요.
This sign clearly presents our new store location.,이 표지판은 우리 새로운 가게 위치를 분명히 나타내요.
I present my toy to my friend now.,나는 지금 내 친구에게 내 장난감을 보여줘요.
She will present her work to the teacher.,그녀는 선생님께 자신의 과제를 제출해요.
Our class always presents the film after lunch.,우리 반은 항상 점심 후에 영화를 상영해요.
I will present my homework to the teacher.,저는 숙제를 선생님께 제출할게요.
I got a lovely present from my friend.,나는 친구에게서 사랑스러운 선물을 받았어요.
Every present student listens carefully to the teacher.,모든 참석한 학생들이 선생님의 말을 주의 깊게 들어요.
The teacher gave a great presentation in class.,선생님이 수업에서 멋진 발표를 했어요.
We should preserve our park for future fun.,우리 공원을 미래를 위해 보존해요.
The president meets citizens in a warm event.,대통령은 시민들을 따뜻한 행사에서 만나요.
Our friendly club president always supports every member.,우리 친절한 동아리 회장은 항상 모든 회원을 도와요.
My school president greets every student each morning.,우리 학교 총장님은 매일 학생들을 인사해요.
The water pressure makes the hose very strong.,물의 압력이 호스를 매우 강하게 만들어요.
School pressure can bring too much stress sometimes.,학교의 압박이 때때로 큰 스트레스를 줄 수 있어요.
My pretty cat sleeps on the warm mat.,내 예쁜 고양이는 따뜻한 매트 위에서 자요.
My friend drives pretty fast on long roads.,제 친구는 꽤 빠르게 긴 도로에서 운전해요.
I always share a crunchy pretzel snack daily.,나는 항상 바삭한 프레첼 간식을 먹어요.
I always preview the lesson before school starts.,나는 항상 학교 수업 전에 예습해요.
I saw a movie preview before the show.,나는 공연 전에 영화 미리 보기를 봤어요.
She attended a preview of the new movie.,그녀는 새 영화의 시사회에 참석했어요.
My old favorite book is priceless for me.,내 옛날 좋아하는 책은 대단히 소중해요.
The young prince rules his peaceful small kingdom.,어린 왕자가 평화로운 작은 왕국을 다스려요.
The kind princess smiles in the big castle.,친절한 공주가 큰 성에서 웃고 있어요.
Our school principal always helps us every day.,우리 학교 교장은 항상 우리를 도와주세요.
The bank returns the principal to the borrower.,은행은 대출자에게 원금을 반환해요.
The principal is the main actor in school.,교장님은 학교의 주역이에요.
This is the principal reason for our trip.,이것은 우리 여행의 주요한 이유예요.
We always print our homework with the printer.,우리는 항상 숙제를 프린터로 인쇄해요.
My new shirt shows a bright print design.,내 새 셔츠는 밝은 무늬가 있어요.
The artist created a unique print art today.,그 멋진 화가는 오늘 독특한 판화를 잘 완성했어요.
Can you print out my homework assignment now?,저의 숙제를 지금 인쇄해 주세요.
The printer works like a skilled printing operator.,프린터는 숙련된 인쇄업자처럼 작동해요.
The hard math problem confused every young student.,어려운 수학 문제는 모든 어린 학생들을 혼란스럽게 했어요.
The new product is very colorful and fun.,새로운 제품은 매우 알록달록하고 재미있어요.
Our factory production makes goods for our town.,우리 공장 생산은 우리 동네에 물건을 만들어요.
The film production is fun and very creative.,영화 제작은 재미있고 매우 창의적이에요.
This field is very productive for growing foods.,이 밭은 음식을 재배하기에 아주 비옥해요.
My quiet morning study time is always productive.,내 조용한 아침 공부 시간은 항상 생산적이에요.
The professor always explains science at school today.,교수님은 항상 과학을 오늘 학교에서 설명해요.
Our school has a fun computer program today.,우리 학교에는 재미있는 컴퓨터 프로그램이 있어요.
The programmer makes fun computer programs every day.,프로그램 작성자는 매일 재미있는 컴퓨터 프로그램을 만들어요.
I project my bright smile in each picture.,나는 각 사진에 환한 미소를 보여주어요.
The projector projects bright images on our wall.,프로젝터가 우리 벽에 밝은 이미지를 투사해요.
They project a new rocket high into space.,그들은 새로운 로켓을 높이 발사해요.
She plans a fun project for her school.,그녀는 학교를 위한 재미있는 계획을 세워요.
I work on my project every school day.,나는 매일 학교에서 과제를 해요.
She is a promising singer in our school.,그녀는 우리 학교에 유망한 가수가 있어요.
He always does his homework properly each day.,그는 매일 숙제를 적당하게 해요.
You must do it properly every single day.,너는 매일 하루 꼭 제대로 해야 해요.
Eggs provide protein for our healthy growing bodies.,계란은 우리 건강하게 자라는 몸에 단백질을 줘요.
A good proverb always teaches wisdom to everyone.,좋은 속담은 항상 모두에게 지혜를 가르쳐요.
Many people happily use public transportation for school.,많은 사람들이 학교에 대중교통을 사용해요.
Our new school publication was printed last Monday.,우리 새 학교 출판물이 지난 월요일에 나왔어요.
Our school will publish a new picture book.,우리 학교는 새 그림책을 출판할 거예요.
The publisher prints very nice books every day.,출판사는 매일 아주 좋은 책을 출판해요.
Bad mean words can pull down your smile.,나쁜 못된 말은 네 미소를 좌절시킬 수 있어요.
She asked him to pull down the ladder.,그녀는 사다리를 끌어 내리라고 부탁했어요.
The storm can pull down many houses quickly.,폭풍은 많은 집들을 빠르게 허물어요.
The storm can pull down many tall trees.,폭풍이 많은 키 큰 나무들을 무너뜨릴 수 있어요.
We help pull out weeds in the garden.,우리는 정원에서 잡초를 뽑아요.
I always pull out my pencil for drawing.,나는 항상 그림을 그리기 위해 연필을 꺼내요.
Drivers must pull over when police signal them.,경찰이 신호하면 운전자는 차를 한쪽에 대요.
Lively music can pump up our happy dance.,활기찬 음악이 우리 행복한 댄스를 퍼 올려요.
I pump up my red bike tire today.,오늘 나는 빨간 자전거 타이어에 공기를 주입해요.
Our coach will pump up the whole team.,우리 코치가 전체 팀을 강화해요.
My kind mom bought a large pumpkin today.,우리 엄마가 큰 호박을 샀어요.
The boxer can punch his tough opponent quickly.,복서가 그의 강한 상대를 주먹으로 빠르게 칠 수 있어요.
The punch makes neat small holes in paper.,펀치는 종이에 깔끔한 구멍을 뚫어요.
The small puppet sings a happy little tune.,작은 꼭두각시가 행복한 작은 곡을 불러요.
My cute little puppy loves to play outside.,내 귀여운 작은 강아지는 밖에서 놀아요.
The girl found her purse under the bed.,그 소녀는 침대 밑에서 지갑을 찾았어요.
Dogs pursue small rabbits through the green park.,강아지들이 작은 토끼를 녹색 공원을 지나요.
Scientists pursue research to find effective new cures.,과학자들은 효과적인 새로운 치료법을 찾기 위해 연구를 수행해요.
She will pursue her bright dream with passion.,그녀는 밝은 꿈을 열심히 추구해요.
Please push the little red doorbell button gently.,부디 작은 빨간 초인종 버튼을 부드럽게 눌러요.
My teacher pushes me hard to study daily.,선생님께서 저를 열심히 공부하도록 독려해요.
I push the ball gently with my hand.,나는 오늘 학교에서 작은 공을 부드럽게 힘주어 밀어요.
My teacher always pushes us o learn English.,우리 선생님은 항상 우리를 영어 공부하도록 강요해요.
A strong push helps start the fun race.,강한 추진이 즐거운 경주를 시작해요.
I push down the red button every day.,나는 매일 빨간 버튼을 꼭 눌러요.
Tom will slowly push down the heavy box.,Tom은 천천히 무거운 상자를 밀어뜨릴 거예요.
I will put my keys on the table.,나는 내 열쇠를 탁자 위에 두어요.
Please put the colorful sticker on your notebook.,컬러풀한 스티커를 노트에 붙여요.
I always put my toy in the box.,나는 항상 내 장난감을 상자에 넣어요.
Stealing from others can put you in danger.,남의 물건 훔치면 너를 위험에 빠트릴 수 있어요.
I will put aside all garbage after dinner.,나는 저녁 후에 모든 쓰레기를 버리도록 할 거예요.
She put aside her toys to the side.,그녀는 장난감을 한쪽으로 치워놓았어요.
I always put aside money for my future.,나는 항상 미래를 위해 돈을 저축해요.
I always put effort into my school work.,저는 항상 학교 공부에 노력을 기울여요.
She puts off her lessons until next week.,그녀는 다음 주까지 수업을 미루어요.
Our profits can easily put on steady growth.,우리의 이익은 쉽게 꾸준히 증가할 수 있어요.
The school will put on a fun play.,학교에서 재미있는 연극을 상연할 거예요.
I always put on my warm blue sweater.,나는 항상 따뜻한 파란색 스웨터를 입어요.
Please put on extra lemon in your water.,물에 레몬을 첨가해 주세요.
I always put on sunscreen every sunny day.,나는 항상 맑은 날에 자외선 차단제를 발라요.
They put up a board on the wall.,그들은 벽에 게시판을 붙였어요.
They put up a tent near the park.,그들은 공원 근처에 텐트를 세워요.
We quickly put up our small tent today.,우리는 오늘 작은 텐트를 빨리 세워요.
Please put up the picture on the board.,그림을 게시판에 붙이세요.
She cannot put up with those loud sounds.,그녀는 그 시끄러운 소리를 견딜 수 없어요.
My dog seemed puzzled by his new toy.,내 강아지는 새 장난감 때문에 어리둥절해했어요.
She often buys a small quantity of milk.,그녀는 자주 작은 양의 우유를 사요.
The queen is wearing a lovely golden crown.,여왕이 예쁜 황금 왕관을 쓰고 있어요.
We always question each story that sounds odd.,우리는 항상 이상하게 들리는 이야기를 의심해요.
She politely asked a question during math class.,그녀는 수학 수업 중에 정중하게 질문을 했어요.
The shop sells a quick-selling toy every day.,그 가게는 빨리 팔리는 장난감을 매일 팔아요.
The cat quickly jumped over the small wall.,고양이가 빨리 작은 담을 뛰어넘었어요.
The mother will quiet the crying baby soon.,엄마가 우는 아기를 곧 진정시켜요.
The class is always quiet during the lesson.,수업 중 반은 언제나 조용해요.
The small cat walked quietly around the garden.,작은 고양이가 정원 주위를 조용히 걸었어요.
I sleep under a warm quilt at night.,나는 밤에 따뜻한 누비이불 아래서 자요.
The little rabbit hops in the green garden.,작은 토끼가 초록 정원에서 뛰어요.
My heart races when I run very fast.,내가 아주 빠르게 달릴 때 심장이 쿵쿵 뛰어요~요.
Children race home when school is finally over.,아이들이 수업 끝나고 집으로 급히 가요.
People kindly value every race in our community.,사람들은 우리 공동체에서 모든 인종을 소중하게 생각해요.
A loud racket made lots of noise today.,시끄러운 소란이 오늘 많이 들렸어요.
The young boy swung his bright blue racket.,어린 소년이 밝은 파란 라켓을 휘둘렀어요.
The airport uses radar to detect incoming planes.,공항은 레이더를 사용해 날아오는 비행기를 발견해요.
My friend always listens to the radio station.,내 친구는 항상 라디오 방송국을 들어요.
My family enjoys fun rafting on blue water.,우리 가족은 재미있는 래프팅을 즐겨요.
Rainfall fills our garden with clear water today.,오늘 우리 정원은 맑은 물로 강우가 채워요.
Many colorful animals happily live in the rainforest.,많은 화려한 동물들이 우림에서 행복하게 살아가요.
We use extra rainwater to water our garden.,우리는 여분의 빗물로 정원을 물 줘요.
Our team ranks first in the school contest.,우리 팀은 학교 대회에서 1등을 차지해요.
Teachers always rank all students by test scores.,선생님들은 항상 시험 점수로 모든 학생의 순위를 매기세요.
Students often achieve a good rank every semester.,학생들은 종종 좋은 등급을 받아요.
The soldier earned his rank with hard work.,군인은 열심히 노력하여 계급을 얻었어요.
I earned my rank in the class quickly.,저는 학급에서 제 순위를 빨리 얻었어요.
He likes to rap his favorite pop song.,그는 자신이 좋아하는 팝송을 랩으로 노래해요.
She drinks tea rather than coffee every morning.,그녀는 매일 아침 커피 대신에 차를 마셔요.
She always likes raw fruit for her breakfast.,그녀는 항상 아침에 날것의 과일을 좋아해요.
I always read a comic book every night.,나는 매일 밤 만화책을 읽어요.
The big sign read welcome to our school.,큰 간판에 '우리 학교에 오신 것을 환영합니다'라고 적혀 있어요.
The young reader happily reads books every day.,어린 독자가 매일 책을 즐겁게 읽어요.
I am ready to start my new game.,나는 새로운 게임을 시작할 준비가 되어 있어요.
The movie shows true reality in everyday life.,영화는 일상 속 진짜 현실을 보여줘요.
I really like playing soccer with my friends.,나는 정말로 친구들과 축구하는 것을 좋아해요.
Her careful reasoning helped her solve the puzzle.,그녀의 신중한 추리가 퍼즐을 풀도록 도왔어요.
They always use reasoning to solve big puzzles.,그들은 항상 추리를 사용하여 큰 퍼즐을 풀어요.
Please save the receipt for your future purchases.,미래의 구매를 위해 영수증을 보관해 주세요.
I ate my favorite pizza recently at school.,나는 최근에 학교에서 좋아하는 피자를 먹었어요.
The recording perfectly kept all our class songs.,녹음이 우리 반 노래들을 완벽하게 기록했어요.
We practice proper recycling every day at school.,우리는 매일 학교에서 올바르게 재활용해요.
I always put bottles in the recycling bin.,나는 항상 병들을 재활용 통에 넣어요.
My red plan can soon change our class.,나의 급진적인 계획이 곧 우리 반을 바꿀 수 있어요.
A tall reed grows slowly in the marsh.,키 큰 갈대가 늪에서 천천히 자라요.
Our small refrigerator keeps many vegetables and fruits.,우리 작은 냉장고가 많은 야채와 과일을 보관해요.
I happily received a refund for my purchase.,나는 구매에 대해 환불을 받았어요.
I really regret not trying my best today.,나는 정말 최선을 다하지 않은 것을 후회해요.
I exercise regularly to keep my body healthy.,나는 몸을 건강하게 유지하기 위해 규칙적으로 운동해요.
The teacher always stayed relaxed during our class.,선생님은 언제나 느긋하게 수업 중이세요.
I always feel very relaxed during summer evenings.,저는 여름 저녁에 항상 편안해요.
My teacher is very reliable for our class.,우리 선생님은 아주 믿을 수 있는 분이세요.
A warm bath can relieve your sore body.,따뜻한 목욕은 아픈 몸을 완화할 수 있어요.
Nurses relieve each other during the night shift.,간호사들은 밤에 서로 교대 근무해요.
Soft music can relieve some of your pain.,부드러운 음악은 당신의 고통을 없애줄 수 있어요.
A friendly hug can relieve worry at school.,친절한 포옹이 학교에서 걱정을 덜어줄 수 있어요.
I can rely on my best friend.,나는 내 친구에게 의지해요.
Only the remaining cookies are on the table.,오직 남아있는 쿠키들이 탁자 위에 있어요.
I always remember my first day at school.,나는 항상 학교 첫날을 기억해요.
The rental fee for our house is low.,우리 집 임대료는 낮아요.
I will repay my friend the money today.,나는 친구에게 오늘 돈을 갚을게요.
The machine worked repeatedly to create bright lights.,기계는 반복적으로 밝은 불빛을 만들었어요~요.
Students report their homework results to the teacher.,학생들이 숙제 결과를 선생님께 보고해요.
He must report his project at his school.,그는 학교에서 프로젝트를 발표해요.
I write a report for my school project.,나는 학교 프로젝트를 위해 보고서를 작성해요.
The reporter asked many questions about the event.,기자는 행사에 대해 많은 질문을 했어요.
Our best teacher chose him as class representative.,우리 최고의 선생님이 그를 학급 대표로 선택했어요.
Our friendly representative assists many customers every day.,우리의 친절한 직원이 많은 고객을 도와요.
Our new representative always helps our important customers.,우리의 새로운 담당자가 중요한 고객들을 항상 도와줘요.
The representative supports people in the parliament session.,국회의원은 국회에서 사람들을 지원해요.
This apple is truly representative of all fruits.,이 사과는 모든 과일을 대표하는 예시예요.
My friend bought an accurate reproduction painting today.,내 친구가 오늘 정확한 복제품 그림을 샀어요.
Many wild animals have their own reproduction system.,많은 야생 동물들이 자신만의 번식 방법이 있어요.
People in our republic cherish freedom and friendship.,우리 공화국 사람들은 자유와 우정을 소중히 여겨요.
English class is a requirement in our school.,영어 수업은 우리 학교에서 필수예요.
The teacher gave one clear requirement in class.,교사가 수업에서 한 가지 명확한 요구사항을 주었어요.
The kind researcher works in a small lab.,친절한 연구원은 작은 연구실에서 일해요.
The resident happily lives near our big park.,그 거주자는 우리 큰 공원 근처에 행복하게 살아요.
The resident always joins our fun city walks.,그 주민은 우리 즐거운 도시 산책에 항상 참여해요.
I show respect to every friend I meet.,나는 만나는 모든 친구를 고려해요.
My friend always gives a kind response today.,내 친구는 항상 친절한 응답을 줘요.
Every student must show their responsibility at home.,모든 학생들은 집에서 책임을 보여줘요.
My family often visits the restaurant each weekend.,우리 가족은 매주 주말에 식당을 방문해요.
The students feel restless before the art class.,학생들은 미술 수업 전 들떠 있어요.
The restless little dog quickly ran in circles.,가만히 있지 못하는 작은 강아지가 빨리 동그랗게 달렸어요.
The restless baby cannot sleep during cold nights.,불안한 아기는 차가운 밤에 잠을 못 자요.
Every young student quickly runs to the restroom.,모든 어린 학생은 빨리 화장실로 달려가요.
I will return my pen to the teacher.,나는 내 펜을 선생님께 돌려줄게요.
I will return to my school after holiday.,나는 방학 후에 내 학교로 돌아올 거예요.
My small shop earned a return this morning.,내 작은 가게 오늘 아침 좋은 수익 냈어요.
I got a return for my small toy.,나는 내 작은 장난감에 대해 환불을 받았어요.
Bring the reusable water bottle to our school.,재사용할 수 있는 물병을 우리 학교에 가져가요.
I always reuse bags to help the earth.,저는 항상 가방을 재사용해요.
The reviewer shares his honest opinion on music.,평론가가 음악에 대해 솔직한 의견을 나눠요.
Parents reward children when they help at home.,부모님은 아이들이 집에서 도와주면 보답해요.
The fun dance song follows a steady rhythm.,재미있는 댄스곡은 안정된 리듬을 따르어요.
The small band played a rhythmic catchy song.,작은 밴드는 리듬이 있는 노래를 연주했어요.
My uncle is rich and loves his dog.,내 삼촌은 부유하고 개를 사랑해요.
She paints with rich colors on big paper.,그녀는 큰 종이에 진한 색으로 그림을 그려요.
The chocolate cake is rich in tasty flavor.,초콜릿 케이크는 맛이 풍부해요.
She quickly solved a hard riddle in class.,그녀는 빠르게 교실에서 어려운 수수께끼를 풀었어요.
I ride a bike to school every day.,나는 자전거를 타요 매일 학교에 가요.
Every person has a right to work freely.,모든 사람은 자유롭게 일할 권리가 있어요.
The door on the right is very open.,오른쪽의 문은 매우 열려 있어요.
The right door always leads us to class.,맞는 문은 항상 우리를 교실로 데려다줘요.
Your answer is right when you check it.,네 답은 확인하면 옳은 거예요.
My sandwich is just right for school lunch.,내 샌드위치는 학교 점심에 딱 적당해요.
Walk right to the park and play outside.,바로 공원으로 걸어가서 밖에서 놀아요.
He went right home after his school day.,그는 학교 끝난 후 곧바로 집에 갔어요.
Please finish the task right away at home.,집에서 당장 과제를 끝내세요.
My phone always rings when I finish homework.,내 전화는 숙제 끝나면 항상 울려요.
The gold ring shines brightly under soft light.,금색 반지가 부드러운 빛 아래 빛나요.
I love eating my special risotto meal today.,나는 오늘 특별한 리조또 식사를 즐겨요.
My soccer team always meets a new rival.,내 축구 팀은 새로운 경쟁자를 만나요.
Our rival team always plays very well together.,우리 경쟁하는 팀은 항상 매우 잘 함께해요.
A long river flows gently through our town.,긴 강이 우리 마을을 부드럽게 흐르고 있어요.
We slowly walked on the quiet road today.,우리는 천천히 조용한 길을 걸었어요.
I always roast bread in my small oven.,나는 항상 내 작은 오븐에서 빵을 구워요.
The robber stole money from a small bank.,강도가 작은 은행에서 돈을 훔쳤어요.
My small robot helps clean up my room.,저의 작은 로봇이 방 청소를 도와요.
Many students love robotics in our great school.,많은 학생이 우리 멋진 학교에서 로봇 공학을 사랑해요.
Our new robotics system builds really cool machines.,우리의 새로운 로봇식의 시스템은 정말 멋진 기계를 만들어요.
My brother is a robotics engineer at work.,내 동생은 로보공학자예요.
The small rock sits quietly under the tree.,작은 바위가 나무 아래에 조용히 있어요.
I really love rock music at every show.,저는 매 쇼마다 록 음악을 정말 좋아해요.
My class enjoys rock-climbing at the school park.,우리 반은 학교 공원에서 암벽 등반을 즐겨요.
The boy found a long wooden rod today.,소년은 오늘 긴 나무 막대기를 찾았어요.
My kind teacher is my best role model.,저의 친절한 선생님은 최고의 본보기에요.
The red ball may roll away from me.,빨간 공이 내게서 굴러가요.
The red ball will roll down the hill.,빨간 공이 언덕 아래로 떨어질 거예요.
They quickly roll down the blinds each morning.,그들은 매일 아침 블라인드를 빨리 내려요.
The roller coaster excites kids at the park.,그 롤러코스터가 아이들을 즐겁게 해요.
This romantic movie makes my heart feel warm.,이 낭만적인 영화가 내 마음을 따뜻하게 해요.
My new room is clean and very cozy.,내 새로운 방은 깨끗하고 아주 아늑해요.
My small room gives me a new chance.,내 작은 방이 나에게 새로운 기회를 줘요.
There is room for extra fun at school.,학교에서 더 재미있는 놀이를 할 여지가 있어요.
A loud rooster crows on the farm daily.,시끄러운 수탉이 매일 농장에서 울어요.
My red bike has a very round seat.,내 빨간 자전거는 매우 둥근 좌석이에요.
"Today, he finished one round of work.","오늘, 그는 한 차례의 일을 끝냈어요."
A small rubber band holds my pencil together.,작은 고무줄이 내 연필을 묶어요.
The boy rudely answered the teacher during class.,소년이 수업 시간에 선생님께 무례하게 대답했어요.
My friend plays rugby at the school field.,내 친구는 학교 운동장에서 럭비를 해요.
I use a ruler for drawing straight lines.,나는 자를 사용해 직선을 그려요.
The kind ruler ruled his town very well.,친절한 통치자가 마을을 아주 잘 다스려요.
My friend spread a bad rumor in class.,내 친구가 교실에서 나쁜 소문을 퍼뜨렸어요.
The river always runs gently with clear water.,그 강은 항상 부드럽게 흐르며 맑은 물이에요.
Kids run fast in the park every day.,아이들은 공원에서 매일 빨리 달리어요.
Tom will run for our student council president.,톰은 우리 학생회 회장에 입후보해요.
My dad runs our fun store every day.,우리 아빠는 우리 재미있는 가게를 매일 운영해요.
The engine runs when the button is pressed.,엔진은 버튼을 누르면 돌아가요.
My dad runs the car very carefully today.,아빠는 오늘 차를 아주 조심히 몰아요.
Our favorite movie will run at the cinema.,우리의 좋아하는 영화가 영화관에서 상영해요.
My father runs a small shop near home.,우리 아버지는 집 근처의 작은 가게를 경영해요.
Our school play had a very long run.,우리 학교 연극은 아주 긴 장기공연이었어요.
The player quickly scored a run in baseball.,선수가 야구에서 득점했어요.
The frightened cat ran away from the dog.,겁먹은 고양이가 개에게서 도망갔어요.
I always run into my neighbor near school.,나는 학교 옆에서 우연히 이웃을 만나요~요.
I run into trouble at school every day.,나는 학교에서 곤경을 맞닥뜨려요.
The car may accidentally run into a tree.,자동차가 우연히 나무와 충돌할 수 있어요.
I quickly run out of milk every morning.,저는 매일 아침 우유가 다 떨어져요.
My nose is runny on a cold day.,추운 날에 내 코가 점액을 분비해요.
My nose is very runny because of allergies.,내 코가 매우 콧물이 흐르는 상태예요.
I will rush over to help you now.,나는 지금 즉시 달려가서 도와줄게요.
I rush to school when my class starts.,나는 수업이 시작될 때 학교로 달려가요.
The Russian cat sleeps on the warm bed.,러시아 고양이가 따뜻한 침대에서 자고 있어요.
Mothers sacrifice free time for better family life.,어머니는 더 나은 가족 생활을 위해 자유 시간을 희생해요.
I feel very sad when I miss home.,집이 그리워서 매우 슬퍼요.
The park is very safe for our picnic.,공원은 우리 소풍에 매우 안전해요.
They should always walk safely near the school.,그들은 항상 안전하게 학교 근처를 걸어가요.
We wear bright helmets for our safety everyday.,우리는 안전을 위해 밝은 헬멧을 매일 써요.
The school always ensures safety for every student.,학교는 항상 모든 학생의 안전을 보장해요.
The sailor rows fast on his small boat.,그 선원은 작은 배를 빠르게 저어요.
I often eat a fresh salad for lunch.,나는 보통 점심에 신선한 샐러드를 먹어요.
The store sale offers toys for low prices.,가게 할인판매가 장난감을 저렴하게 팔아요.
A friendly salesperson always helps many happy customers.,친절한 판매원은 항상 많은 행복 고객들을 도와줘요.
The small salmon swims in the clear river.,작은 연어가 맑은 강에서 수영해요.
I always add a little pinch of salt.,저는 항상 소금을 조금 넣어요.
Timmy always likes salt chips with his lemonade.,Timmy는 항상 소금이 든 칩을 레모네이드와 함께 좋아해요.
My two dogs have the same soft fur.,내 두 강아지는 같은 부드러운 털을 가지고 있어요.
I sand the old wooden chair every day.,나는 매일 천천히 오래된 나무 의자를 꼭 사포질해요.
"Children happily build castles with warm, soft sand.",아이들이 따뜻하고 부드러운 모래로 성을 짓어요.
I always enjoy a tasty sandwich for lunch.,나는 항상 점심에 맛있는 샌드위치를 점심에 즐겨요.
Reading interesting books always gives me great satisfaction.,흥미로운 책 읽기는 항상 큰 만족을 줘요.
Tom is very satisfied with his new toy.,톰은 새 장난감에 매우 만족스러워 해요.
We cook sausage with eggs for a sandwich.,우리는 달걀과 함께 샌드위치를 위해 소시지를 요리해요.
I always save my money for school lunch.,나는 항상 학교 점심을 위해 돈을 절약해요.
I always save my pocket money every day.,나는 항상 용돈을 아껴둬요.
We save money for  a fun school trip.,우리 모두 돈을 절약해 멋진 학교 소풍 준비해요.
I always save coins in my toy box.,나는 항상 동전을 장난감 상자에 저축해요.
Always save your work on your computer now.,항상 컴퓨터에 작업을 저장해요.
My family really practices saving money every month.,우리 가족은 매달 돈을 저축해요.
Smart families practice saving money every single day.,똑똑한 가족은 매일 돈을 절약해요.
