textbook ID,레슨,단어,품사,PoS,뜻,예문,예문 해석,voca_options
701,2,mean,동사,1,의미하다,That sound means that it is a break time.,그 소리는 쉬는 시간이라는 것을 의미한다.,"[{""voca_id"": 1318, ""word"": ""mean"", ""meaning"": ""의미하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1319, ""word"": ""mean"", ""meaning"": ""의도하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1320, ""word"": ""mean"", ""meaning"": ""수단"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1321, ""word"": ""mean"", ""meaning"": ""산술 평균"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1322, ""word"": ""mean"", ""meaning"": ""심술궂은,짓궂은"", ""pos_no"": 3, ""pos"": ""형용사""}, {""voca_id"": 1323, ""word"": ""mean"", ""meaning"": ""비열한"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,5,mistake,명사,2,"잘못, 실수",I made a mistake on the exam.,나는 시험에서 실수를 했다.,
701,6,mix,동사,1,"섞다, 섞이다",You can't mix oil and water.,물과 기름을 섞을 수는 없다.,"[{""voca_id"": 1335, ""word"": ""mix"", ""meaning"": ""섞다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1336, ""word"": ""mix"", ""meaning"": ""혼합물,섞은 것"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,8,mix,동사,1,"섞다, 섞이다",You can't mix oil and water.,물과 기름을 섞을 수는 없다.,"[{""voca_id"": 1335, ""word"": ""mix"", ""meaning"": ""섞다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1336, ""word"": ""mix"", ""meaning"": ""혼합물,섞은 것"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,2,move,"동사, 명사",,"움직이다, 옮기다, 말의 움직임",I made a move on the chess board.,나는 체스판 위의 말을 움직였다.,
701,5,nail,명사,2,"못, 손톱",She hammered a nail into the wall.,그녀는 벽에 못을 망치질했다.,"[{""voca_id"": 1349, ""word"": ""nail"", ""meaning"": ""못을 박다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1350, ""word"": ""nail"", ""meaning"": ""손톱,못"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1351, ""word"": ""nail"", ""meaning"": ""못"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,7,nervous,형용사,3,"긴장한, 초조한",She was nervous about the math test.,그녀는 수학 시험 때문에 초조해했다.,"[{""voca_id"": 1355, ""word"": ""nervous"", ""meaning"": ""긴장하는"", ""pos_no"": 3, ""pos"": ""형용사""}, {""voca_id"": 1356, ""word"": ""nervous"", ""meaning"": ""신경의"", ""pos_no"": 3, ""pos"": ""형용사""}, {""voca_id"": 1357, ""word"": ""nervous"", ""meaning"": ""불안해하는,초조한,긴장되는"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,6,object,명사,2,"물체, 사물",A hard object hit the window last night.,어젯밤 단단한 물체가 창문을 쳤다.,"[{""voca_id"": 1363, ""word"": ""object"", ""meaning"": ""반대하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1364, ""word"": ""object"", ""meaning"": ""물건,물체,목표"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1365, ""word"": ""object"", ""meaning"": ""목표"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1366, ""word"": ""object"", ""meaning"": ""목적,물체"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,8,object,명사,2,"물체, 사물",A hard object hit the window last night.,어젯밤 단단한 물체가 창문을 쳤다.,"[{""voca_id"": 1363, ""word"": ""object"", ""meaning"": ""반대하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1364, ""word"": ""object"", ""meaning"": ""물건,물체,목표"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1365, ""word"": ""object"", ""meaning"": ""목표"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1366, ""word"": ""object"", ""meaning"": ""목적,물체"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,4,obvious,형용사,3,"뚜렷한, 명백한",The answer looks obvious to me.,나에게 답은 명백해 보인다.,"[{""voca_id"": 1367, ""word"": ""obvious"", ""meaning"": ""분명한"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,1,often,부사,4,"종종, 자주",She often writes to her friend.,그녀는 친구에게 자주 편지를 쓴다.,
701,3,owner,명사,2,"주인, 소유주",Erica is the bag's owner.,Erica가 가방의 주인이다.,
701,2,palace,명사,2,궁전,I would like to visit Buckingham Palace.,나는 버킹엄 궁전에 가보고 싶다.,"[{""voca_id"": 1373, ""word"": ""palace"", ""meaning"": ""궁전,왕궁"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,1,pet,명사,2,애완동물,I want to have a pet.,나는 애완동물을 하나 갖고 싶다.,"[{""voca_id"": 1384, ""word"": ""pet"", ""meaning"": ""쓰다듬다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1385, ""word"": ""pet"", ""meaning"": ""애완동물"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,2,plan,명사,2,계획,I don't have any plans for the weekend.,나는 주말에 아무런 계획이 없다.,
701,4,plant,명사,2,식물,All plants need light and water.,모든 식물은 빛과 물을 필요로 한다.,"[{""voca_id"": 1398, ""word"": ""plant"", ""meaning"": ""공장"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1399, ""word"": ""plant"", ""meaning"": ""식물"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 2710, ""word"": ""plant"", ""meaning"": ""심다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 2711, ""word"": ""plant"", ""meaning"": ""식물"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,3,pocket money,명사,2,용돈,Please give me some pocket money.,용돈 좀 주세요.,
701,5,possible,형용사,3,"가능한, 할 수 있는",He ran 100 meters in four seconds? That's not possible!,그가 100미터를 5초 안에 달렸다고? 그건 가능하지 않아!,"[{""voca_id"": 1420, ""word"": ""possible"", ""meaning"": ""가능한"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,1,post,동사,1,(웹사이트에 정보·사진을) 올리다,I post pictures of my dog online.,나는 온라인에 내 강아지 사진을 올린다.,"[{""voca_id"": 1421, ""word"": ""post"", ""meaning"": ""게시하다,올리다,(인터넷 토론망에 올리는)글"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1422, ""word"": ""post"", ""meaning"": ""우편(물)"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1423, ""word"": ""post"", ""meaning"": ""기둥"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 2712, ""word"": ""post"", ""meaning"": ""(인터넷의) 게시글"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 2713, ""word"": ""post"", ""meaning"": ""(정보를) 게시하다"", ""pos_no"": 1, ""pos"": ""동사""}]"
701,1,practice,동사,1,연습하다,I will practice the piano.,나는 피아노 연습을 할 것이다.,"[{""voca_id"": 113, ""word"": ""practice"", ""meaning"": ""실천하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 114, ""word"": ""practice"", ""meaning"": ""사용하다,실행하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 115, ""word"": ""practice"", ""meaning"": ""영업"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 116, ""word"": ""practice"", ""meaning"": ""습관,관행"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 117, ""word"": ""practice"", ""meaning"": ""실행,실천"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 2716, ""word"": ""practice"", ""meaning"": ""연습"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 2717, ""word"": ""practice"", ""meaning"": ""연습하다"", ""pos_no"": 1, ""pos"": ""동사""}]"
701,3,price,명사,2,"가격, 값",He paid full price for it.,그는 제 값을 다 주고 그것을 샀다.,"[{""voca_id"": 1434, ""word"": ""price"", ""meaning"": ""값을 매기다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1435, ""word"": ""price"", ""meaning"": ""값"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,6,receive,동사,1,받다,I received a package from my mother.,나는 어머니한테서 소포 한 개를 받았다.,"[{""voca_id"": 1475, ""word"": ""receive"", ""meaning"": ""받다,받아들이다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1476, ""word"": ""receive"", ""meaning"": ""접견하다"", ""pos_no"": 1, ""pos"": ""동사""}]"
701,8,receive,동사,1,받다,I received a package from my mother.,나는 어머니한테서 소포 한 개를 받았다.,"[{""voca_id"": 1475, ""word"": ""receive"", ""meaning"": ""받다,받아들이다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1476, ""word"": ""receive"", ""meaning"": ""접견하다"", ""pos_no"": 1, ""pos"": ""동사""}]"
701,3,rest,명사,2,나머지,Here's the rest of your change.,여기 나머지 잔돈이 있습니다.,"[{""voca_id"": 855, ""word"": ""rest"", ""meaning"": ""(어떤 것에)받치다,기대다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 856, ""word"": ""rest"", ""meaning"": ""나머지"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 2758, ""word"": ""rest"", ""meaning"": ""휴식"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 2759, ""word"": ""rest"", ""meaning"": ""휴식하다"", ""pos_no"": 1, ""pos"": ""동사""}]"
701,6,rule,명사,2,"규칙, 관례",You should not break the school rules.,교칙을 어겨서는 안 된다.,"[{""voca_id"": 857, ""word"": ""rule"", ""meaning"": ""지배하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 858, ""word"": ""rule"", ""meaning"": ""판결하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 859, ""word"": ""rule"", ""meaning"": ""규칙,규정"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 860, ""word"": ""rule"", ""meaning"": ""통치"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,8,rule,명사,2,"규칙, 관례",You should not break the school rules.,교칙을 어겨서는 안 된다.,"[{""voca_id"": 857, ""word"": ""rule"", ""meaning"": ""지배하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 858, ""word"": ""rule"", ""meaning"": ""판결하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 859, ""word"": ""rule"", ""meaning"": ""규칙,규정"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 860, ""word"": ""rule"", ""meaning"": ""통치"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,3,save,동사,1,"모으다, 저축하다",I'm saving up money for a new bike.,나는 새 자전거를 위해 돈을 모으고 있다.,
701,7,scary,형용사,3,"무서운, 두려운",I don’t think horror movies are scary.,나는 공포 영화가 무섭지 않다고 생각한다.,
701,2,sell,동사,1,팔다,A girl is selling lemonade at the market.,한 소녀가 시장에서 레모네이드를 팔고 있다.,
701,5,semifinal,형용사,3,준결승의,Team A went to the final game after they beat Team B in the semifinal game.,"A팀은 B팀을 준결승전에서 이기고 나서, 결승전에 진출했다.",
701,2,send,동사,1,보내다,I send Christmas cards to my friends.,나는 친구들에게 크리스마스 카드를 보낸다.,
701,6,serious,형용사,3,"심각한, 진지한",We stopped laughing because she looked so serious.,그녀가 매우 진지해 보였기 때문에 우리는 웃음을 멈췄다.,"[{""voca_id"": 1535, ""word"": ""serious"", ""meaning"": ""진지한"", ""pos_no"": 3, ""pos"": ""형용사""}, {""voca_id"": 1536, ""word"": ""serious"", ""meaning"": ""심각한,진지한"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,8,serious,형용사,3,"심각한, 진지한",We stopped laughing because she looked so serious.,그녀가 매우 진지해 보였기 때문에 우리는 웃음을 멈췄다.,"[{""voca_id"": 1535, ""word"": ""serious"", ""meaning"": ""진지한"", ""pos_no"": 3, ""pos"": ""형용사""}, {""voca_id"": 1536, ""word"": ""serious"", ""meaning"": ""심각한,진지한"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,6,shape,명사,2,"모양, 형태",What shape is the table?,그 탁자는 무슨 모양이니?,"[{""voca_id"": 1541, ""word"": ""shape"", ""meaning"": ""형성하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1542, ""word"": ""shape"", ""meaning"": ""~모양으로 만들다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1543, ""word"": ""shape"", ""meaning"": ""상태"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1544, ""word"": ""shape"", ""meaning"": ""모양,상태"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,8,shape,명사,2,"모양, 형태",What shape is the table?,그 탁자는 무슨 모양이니?,"[{""voca_id"": 1541, ""word"": ""shape"", ""meaning"": ""형성하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1542, ""word"": ""shape"", ""meaning"": ""~모양으로 만들다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1543, ""word"": ""shape"", ""meaning"": ""상태"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1544, ""word"": ""shape"", ""meaning"": ""모양,상태"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,3,shout,동사,1,"소리치다, 외치다",They shouted for help.,그들은 도와달라고 소리쳤다.,"[{""voca_id"": 1561, ""word"": ""shout"", ""meaning"": ""외치다,소리치다"", ""pos_no"": 1, ""pos"": ""동사""}]"
701,5,slippery,형용사,3,미끄러운,I can't hold this because my hands are slippery.,내 손이 미끄러워 이것을 잡을 수 없다.,
701,2,special,형용사,3,특별한,I use these candles on special days.,나는 이 초들을 특별한 날에 사용한다.,"[{""voca_id"": 1595, ""word"": ""special"", ""meaning"": ""특별한"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,3,spend,동사,1,"(돈을) 쓰다, (시간을) 보내다",He spends all of his money on clothes.,그는 옷에 모든 돈을 쓴다.,"[{""voca_id"": 1597, ""word"": ""spend"", ""meaning"": ""(시간을) 보내다,소비하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1598, ""word"": ""spend"", ""meaning"": ""들이다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1599, ""word"": ""spend"", ""meaning"": ""소비하다"", ""pos_no"": 1, ""pos"": ""동사""}]"
701,2,spirit,명사,2,"영혼, 정신","He is old, but he has a young spirit.",그는 나이가 들었지만 마음은 젊다.,"[{""voca_id"": 1603, ""word"": ""spirit"", ""meaning"": ""혼령"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1604, ""word"": ""spirit"", ""meaning"": ""정신,영혼"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1605, ""word"": ""spirit"", ""meaning"": ""의지,정신"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,5,still,부사,4,"아직도, 여전히",I still have my old diaries.,나는 아직도 나의 옛 일기장을 가지고 있다.,"[{""voca_id"": 1634, ""word"": ""still"", ""meaning"": ""아직도,여전히"", ""pos_no"": 4, ""pos"": ""부사""}, {""voca_id"": 1635, ""word"": ""still"", ""meaning"": ""그런데도"", ""pos_no"": 4, ""pos"": ""부사""}, {""voca_id"": 2784, ""word"": ""still"", ""meaning"": ""잠잠한"", ""pos_no"": 3, ""pos"": ""형용사""}, {""voca_id"": 2785, ""word"": ""still"", ""meaning"": ""그런데도"", ""pos_no"": 4, ""pos"": ""부사""}]"
701,6,strange,형용사,3,"이상한, 낯선",I had a strange dream last night.,나는 어젯밤 이상한 꿈을 꾸었다.,"[{""voca_id"": 1644, ""word"": ""strange"", ""meaning"": ""낯선"", ""pos_no"": 3, ""pos"": ""형용사""}, {""voca_id"": 1645, ""word"": ""strange"", ""meaning"": ""이상한"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,8,strange,형용사,3,"이상한, 낯선",I had a strange dream last night.,나는 어젯밤 이상한 꿈을 꾸었다.,"[{""voca_id"": 1644, ""word"": ""strange"", ""meaning"": ""낯선"", ""pos_no"": 3, ""pos"": ""형용사""}, {""voca_id"": 1645, ""word"": ""strange"", ""meaning"": ""이상한"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,1,study,동사,1,"공부하다, 배우다",I study Chinese day and night.,나는 밤낮으로 중국어를 공부한다.,
701,1,subject,명사,2,"주제, 과목",He is good at all subjects.,그는 전 과목을 잘한다.,"[{""voca_id"": 1654, ""word"": ""subject"", ""meaning"": ""주제,과목"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1655, ""word"": ""subject"", ""meaning"": ""(다뤄지고 있는)문제"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1656, ""word"": ""subject"", ""meaning"": ""과목"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1657, ""word"": ""subject"", ""meaning"": ""소재"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1658, ""word"": ""subject"", ""meaning"": ""피사체"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1659, ""word"": ""subject"", ""meaning"": ""실험 대상"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1660, ""word"": ""subject"", ""meaning"": ""신하,백성"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1661, ""word"": ""subject"", ""meaning"": ""~될 수 있는"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,4,submarine,명사,2,잠수함,"The submarine can go 1,500 meters underwater.","그 잠수함은 1,500미터의 깊이에 갈 수 있다.",
701,2,symbol,명사,2,"상징, 상징물",The eagle is a traditional symbol of America.,독수리는 미국의 전통적인 상징이다.,
701,5,take off,숙어/관용어,9,"~을 벗다, 이륙하다",Take off your wet clothes and put this on.,네 젖은 옷을 벗고 이걸 입어라.,
701,4,taste,"동사, 명사",,"~맛이 나다, 맛",I don't like this juice. It tastes like medicine.,나는 이 주스를 좋아하지 않는다. 이 주스는 약같은 맛이 난다.,
701,4,teach,동사,1,가르치다,Schools should teach students proper words.,학교는 학생들에게 올바른 언어를 가르쳐야 한다.,
701,2,throw,동사,1,던지다,Throw the ball and I will catch it.,공을 던지면 내가 잡을게.,"[{""voca_id"": 922, ""word"": ""throw"", ""meaning"": ""행사를 열다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 923, ""word"": ""throw"", ""meaning"": ""던지다"", ""pos_no"": 1, ""pos"": ""동사""}]"
701,5,tie,동사,1,묶다,He tied his shoelaces.,그는 그의 신발 끈을 묶었다.,"[{""voca_id"": 1700, ""word"": ""tie"", ""meaning"": ""매다,묶다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1701, ""word"": ""tie"", ""meaning"": ""넥타이"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1702, ""word"": ""tie"", ""meaning"": ""유대(관계)"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1703, ""word"": ""tie"", ""meaning"": ""무승부"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,2,tourist,명사,2,"여행자, 관광객",There are many tourists from China these days.,요즈음 중국에서 온 관광객이 많다.,
701,2,traditional,형용사,3,"전통의, 전통적인",Every country has its own traditional food.,모든 나라에는 각각의 전통 음식이 있다.,
701,3,try on,숙어/관용어,9,~을 입어 보다,I'd like to try on this jacket.,이 재킷을 입어 보고 싶어요.,
701,4,universe,명사,2,우주,He studies the stars and the universe.,그는 별과 우주에 대해 연구한다.,
701,2,vacation,명사,2,휴가,She’s on vacation in Europe.,그녀는 유럽에서 휴가를 보내고 있다.,
701,5,village,명사,2,마을,I live in a small seaside village.,나는 작은 바닷가 마을에 산다.,"[{""voca_id"": 1739, ""word"": ""village"", ""meaning"": ""마을"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,1,visit,동사,1,"방문하다, 찾아가다",I want to visit Hong Kong this summer.,나는 이번 여름에 홍콩을 방문하고 싶다.,
701,7,volunteer,"명사, 동사",,"자원 봉사자, 자원 봉사 하다",Volunteers built the houses.,자원봉사자들이 집들을 지었다.,"[{""voca_id"": 1740, ""word"": ""volunteer"", ""meaning"": ""자원하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1741, ""word"": ""volunteer"", ""meaning"": ""자원봉사하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1742, ""word"": ""volunteer"", ""meaning"": ""자원자,자원봉사자"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1743, ""word"": ""volunteer"", ""meaning"": ""자원의,자발적인"", ""pos_no"": 3, ""pos"": ""형용사""}, {""voca_id"": 2831, ""word"": ""volunteer"", ""meaning"": ""자원봉사"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 2832, ""word"": ""volunteer"", ""meaning"": ""자원봉사하다"", ""pos_no"": 1, ""pos"": ""동사""}]"
701,6,warm,형용사,3,따뜻한,This tea will make you feel warm.,이 차는 너를 따뜻하게 해 줄 거야.,
701,8,warm,형용사,3,따뜻한,This tea will make you feel warm.,이 차는 너를 따뜻하게 해 줄 거야.,
701,1,watch,동사,1,보다,He likes to watch TV all day.,그는 하루 종일 텔레비전 보는 것을 좋아한다.,
701,7,welcome,동사,1,"맞이하다, 환영하다",They came to the station to welcome us.,그들은 우리를 맞이하려고 역으로 나왔다.,
701,5,wet,형용사,3,"젖은, 축축한",I was wet because I fell into the pool.,나는 수영장에 빠져서 젖었다.,
701,5,worry,동사,1,걱정하다[시키다],He worried about his future.,그는 미래에 대해 걱정했다.,
701,4,wrong,형용사,3,"틀린, 잘못된",These phone numbers are wrong in the address book.,주소록에 나와 있는 이 전화번호는 틀린 것이다.,
